time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20100605:0211,0,0,0,0,0,11.79,2.41,0
20100605:0311,0,0,0,0,0,11.36,2.34,0
20100605:0411,25.32,0,23.02,0.64,4.87,11.02,2.14,0
20100605:0511,93.55,0,58.37,1.62,13.22,11.68,1.66,0
20100605:0611,335.69,132.96,68.58,7.65,22.17,14.14,1.52,0
20100605:0711,810.61,286.17,121.72,10.91,31.39,16.57,1.17,0
20100605:0811,1226.56,469.91,145.61,14.28,40.5,18.74,0.97,0
20100605:0911,1532.94,627.25,164.91,17.03,48.97,20.59,0.83,0
20100605:1011,1747.23,757.88,169.13,19.13,55.94,22.04,0.9,0
20100605:1111,1701.68,629.11,280.14,18.67,60.08,23.07,0.83,0
20100605:1211,1641.64,579.44,303.54,18.24,60.04,23.84,0.55,0
20100605:1311,1625.81,651.43,229.42,18.29,55.85,24.43,0.28,0
20100605:1411,1486.54,636.31,157.68,17.08,48.85,24.83,0.28,0
20100605:1511,1097.95,371.87,199.67,13.3,40.36,25.05,0.41,0
20100605:1611,688.8,179.19,182.38,9.5,31.24,25.01,0.69,0
20100605:1711,301.67,24.39,145.15,4.85,22.02,24.6,1.38,0
20100605:1811,120.48,0,74.81,2.07,13.08,23.57,1.72,0
20100605:1911,19.79,0,20.55,0.57,4.75,21.96,1.93,0
20100605:2011,0,0,0,0,0,20.32,2.21,0
20100605:2111,0,0,0,0,0,18.93,2.28,0
20100605:2211,0,0,0,0,0,17.88,2.21,0
20100605:2311,0,0,0,0,0,17.13,2.28,0
20100606:0011,0,0,0,0,0,16.66,2.34,0
20100606:0111,0,0,0,0,0,16.11,2.34,0
20100606:0211,0,0,0,0,0,15.67,2.28,0
20100606:0311,0,0,0,0,0,15.44,2.34,0
20100606:0411,15.3,0,17.26,0.48,4.93,15.37,2.28,0
20100606:0511,42.06,0,32.88,0.91,13.27,16.07,2,0
20100606:0611,344,53.38,136.82,5.94,22.22,17.18,1.59,0
20100606:0711,640.76,111.85,213.16,8.45,31.44,19.73,1.66,0
20100606:0811,278.55,0,150.53,3.87,40.56,21.08,1.38,0
20100606:0911,242.62,0,133.71,3.44,49.04,21.57,1.24,0
20100606:1011,267.62,0,145.22,3.73,56.02,21.23,1.93,0
20100606:1111,239.07,0,131.05,3.37,60.17,20.29,2.07,0
20100606:1211,220.2,0,122.2,3.14,60.15,20.01,0.97,0
20100606:1311,1177.78,209.86,384.26,13.5,55.97,20.46,1.38,0
20100606:1411,493.64,5.29,248.43,6.49,48.96,21.1,1.03,0
20100606:1511,72.27,0,49.59,1.28,40.47,20.11,1.59,0
20100606:1611,0,0,0,0,0,18.72,2.21,0
20100606:1711,156.04,0,90.32,2.32,22.13,17.9,2.76,0
20100606:1811,129.73,0,77.27,2.14,13.19,17.22,3.1,0
20100606:1911,24.53,0,23.02,0.64,4.86,16.59,3.31,0
20100606:2011,0,0,0,0,0,16.37,4.14,0
20100606:2111,0,0,0,0,0,15.82,4.55,0
20100606:2211,0,0,0,0,0,15.15,4.48,0
20100606:2311,0,0,0,0,0,14.52,4.55,0
20100607:0011,0,0,0,0,0,14.24,4.34,0
20100607:0111,0,0,0,0,0,13.73,4.07,0
20100607:0211,0,0,0,0,0,13.42,4.28,0
20100607:0311,0,0,0,0,0,13.15,3.93,0
20100607:0411,0.22,0,5.75,0.16,4.99,12.92,3.66,0
20100607:0511,74.77,0,49.32,1.37,13.33,13,4.14,0
20100607:0611,169.66,0,94.75,2.44,22.27,13.22,5.45,0
20100607:0711,438.32,18.05,200.06,5.62,31.49,14.32,5.79,0
20100607:0811,357.44,0.97,180.7,4.67,40.61,15.09,5.52,0
20100607:0911,654.55,24.29,293.97,8.02,49.1,15.88,5.24,0
20100607:1011,469.66,1.1,232.98,6.01,56.1,16.23,5.17,0
20100607:1111,861.8,49.47,366.91,10.27,60.27,16.64,5.1,0
20100607:1211,1208.38,176.53,407.01,13.41,60.26,16.99,4.83,0
20100607:1311,1337.34,270.26,377.12,14.41,56.07,17.11,4.62,0
20100607:1411,1397.46,388.59,287.44,14.89,49.06,17.28,4.62,0
20100607:1511,810.04,105.82,287.54,9.61,40.57,17.19,4.34,0
20100607:1611,715.8,161.53,192.81,9.29,31.45,16.97,4,0
20100607:1711,201.9,1.06,110.6,2.89,22.23,16.71,3.52,0
20100607:1811,131.99,0,78.1,2.16,13.29,16.29,2.62,0
20100607:1911,17.88,0,18.91,0.52,4.96,15.39,1.17,0
20100607:2011,0,0,0,0,0,14.72,0.69,0
20100607:2111,0,0,0,0,0,14.53,0.07,0
20100607:2211,0,0,0,0,0,12.83,1.24,0
20100607:2311,0,0,0,0,0,12.44,1.79,0
20100608:0011,0,0,0,0,0,12.65,1.79,0
20100608:0111,0,0,0,0,0,12.53,1.93,0
20100608:0211,0,0,0,0,0,12.39,1.93,0
20100608:0311,0,0,0,0,0,12.17,2.14,0
20100608:0411,0,0,4.93,0.14,5.05,12.23,2.34,0
20100608:0511,12.97,0,15.62,0.43,13.37,12.94,2.28,0
20100608:0611,43.72,0,33.65,0.87,22.31,14.64,2.62,0
20100608:0711,464.21,25.37,208.38,6.03,31.53,16.61,2.97,0
20100608:0811,1111.11,304.31,235.33,12.66,40.65,17.41,3.52,0
20100608:0911,1448.72,442.83,263.67,15.46,49.15,17.83,4,0
20100608:1011,1208.28,203.8,385.22,13.44,56.16,18.14,4,0
20100608:1111,1120.24,148.23,404.95,12.89,60.35,20.05,3.45,0
20100608:1211,1195.76,188.67,407.64,13.64,60.36,21.39,3.17,0
20100608:1311,218.81,0,122.2,3.14,56.18,22.26,3.31,0
20100608:1411,466.51,3.16,235.81,6.13,49.16,21.59,3.66,0
20100608:1511,164.45,0,94.75,2.44,40.67,19.25,4,0
20100608:1611,263.75,0.82,140.82,3.64,31.55,18.56,2.34,0
20100608:1711,318.31,26.02,146.75,4.96,22.33,18.43,2.41,0
20100608:1811,122.74,0,73.99,2.05,13.39,17.35,2.34,0
20100608:1911,0,0,4.11,0.11,5.06,17.2,1.24,0
20100608:2011,0,0,0,0,0,16.27,2.21,0
20100608:2111,0,0,0,0,0,15.66,2.48,0
20100608:2211,0,0,0,0,0,15.45,2.48,0
20100608:2311,0,0,0,0,0,15.23,2.48,0
20100609:0011,0,0,0,0,0,15.06,2.34,0
20100609:0111,0,0,0,0,0,14.89,2.34,0
20100609:0211,0,0,0,0,0,14.76,2.14,0
20100609:0311,0,0,0,0,0,14.39,1.93,0
20100609:0411,0,0,3.29,0.09,5.09,14.13,1.45,0
20100609:0511,9.18,0,13.15,0.36,13.41,14.61,1.17,0
20100609:0611,58.45,0,41.62,1.07,22.35,15.63,1.38,0
20100609:0711,147.78,0,85.89,2.21,31.57,16.32,1.79,0
20100609:0811,359.4,0.97,184.24,4.76,40.69,16.99,2.21,0
20100609:0911,520.68,6.32,255.62,6.69,49.19,17.77,1.66,0
20100609:1011,575.46,6.6,282.27,7.38,56.22,18.21,1.45,0
20100609:1111,477.7,0,242.62,6.24,60.43,18.35,1.45,0
20100609:1211,255.71,0,138.13,3.55,60.45,18.5,1.24,0
20100609:1311,236.47,0,129.28,3.32,56.27,19.08,1.52,0
20100609:1411,195.52,0,109.8,2.82,49.26,19.19,1.93,0
20100609:1511,131.17,0,78.81,2.03,40.76,19.17,2.07,0
20100609:1611,93.57,0,60.21,1.55,31.64,19.08,1.79,0
20100609:1711,131.42,0,78.81,2.03,22.42,18.74,1.86,0
20100609:1811,80.67,0,53.43,1.48,13.48,18.28,1.59,0
20100609:1911,4.64,0,9.86,0.27,5.16,17.59,1.86,0
20100609:2011,0,0,0,0,0,17.02,2.14,0
20100609:2111,0,0,0,0,0,16.55,2.21,0
20100609:2211,0,0,0,0,0,16.24,1.93,0
20100609:2311,0,0,0,0,0,15.9,1.93,0
20100610:0011,0,0,0,0,0,15.59,2.34,0
20100610:0111,0,0,0,0,0,15.38,2.41,0
20100610:0211,0,0,0,0,0,15.25,2.34,0
20100610:0311,0,0,0,0,0,15.02,2.28,0
20100610:0411,24.78,0,23.02,0.64,5.13,14.83,2.28,0
20100610:0511,134.29,0,78.92,2.19,13.45,15.22,1.93,0
20100610:0611,86.11,0,55.78,1.43,22.38,16.17,2.21,0
20100610:0711,365.3,7.33,180.04,4.83,31.6,16.16,2.41,0
20100610:0811,331.72,0,172.67,4.44,40.72,17.41,2.21,0
20100610:0911,331.06,0,173.55,4.46,49.23,18.96,2.14,0
20100610:1011,500.94,2.2,252.56,6.54,56.28,20.06,2.21,0
20100610:1111,557.73,3.36,278.38,7.22,60.5,19.95,2.21,0
20100610:1211,176.08,0,100.94,2.6,60.53,20.41,2.55,0
20100610:1311,163.23,0,94.75,2.44,56.36,20.37,2.48,0
20100610:1411,142.8,0,85.01,2.19,49.35,20.55,1.45,0
20100610:1511,187.98,0,107.14,2.76,40.85,20.92,1.1,0
20100610:1611,351.64,6.54,179.13,4.78,31.73,21.21,1.31,0
20100610:1711,175.86,0.53,100.91,2.62,22.51,21.33,1.86,0
20100610:1811,8.8,0,13.15,0.36,13.57,21.06,2,0
20100610:1911,17.51,0,18.91,0.52,5.25,18.96,1.66,0
20100610:2011,0,0,0,0,0,18.31,1.93,0
20100610:2111,0,0,0,0,0,17.72,1.93,0
20100610:2211,0,0,0,0,0,17.11,1.86,0
20100610:2311,0,0,0,0,0,17.05,2.14,0
20100611:0011,0,0,0,0,0,16.91,2.14,0
20100611:0111,0,0,0,0,0,16.9,1.93,0
20100611:0211,0,0,0,0,0,16.66,1.72,0
20100611:0311,0,0,0,0,0,16.45,1.59,0
20100611:0411,0,0,3.29,0.09,5.17,16.34,2.14,0
20100611:0511,117.97,0,71.52,1.98,13.47,16.98,2.9,0
20100611:0611,49.58,0,37.19,0.96,22.4,17.69,3.59,0
20100611:0711,83.72,0,54.9,1.41,31.62,18.11,6.97,0
20100611:0811,150.61,0,87.66,2.25,40.75,18.43,6.48,0
20100611:0911,132.01,0,78.81,2.03,49.27,18.62,6,0
20100611:1011,248.52,0,133.71,3.44,56.32,18.29,5.93,0
20100611:1111,285.45,0,150.53,3.87,60.57,17.76,5.79,0
20100611:1211,255.46,0,136.36,3.51,60.61,17.23,5.59,0
20100611:1311,255.96,0,136.36,3.51,56.45,16.75,5.24,0
20100611:1411,229.97,0,123.97,3.19,49.44,16.04,5.1,0
20100611:1511,147.26,0,85.01,2.19,40.94,15.17,4.76,0
20100611:1611,206.46,0,112.46,2.89,31.82,14.53,4.21,0
20100611:1711,270.72,6.92,136.57,3.83,22.6,14.24,3.31,0
20100611:1811,121.27,0,72.34,2,13.66,14.26,2.62,0
20100611:1911,30.7,0,26.31,0.73,5.33,13.52,2.69,0
20100611:2011,0,0,0,0,0,12.81,2,0
20100611:2111,0,0,0,0,0,12.17,1.72,0
20100611:2211,0,0,0,0,0,11.56,1.72,0
20100611:2311,0,0,0,0,0,10.72,1.24,0
20100612:0011,0,0,0,0,0,10,1.31,0
20100612:0111,0,0,0,0,0,9.51,2.14,0
20100612:0211,0,0,0,0,0,9.49,2,0
20100612:0311,0,0,0,0,0,9.32,2.07,0
20100612:0411,29.93,0,25.48,0.71,5.2,9.32,2.14,0
20100612:0511,126.85,0,73.99,2.05,13.5,10.66,1.86,0
20100612:0611,350.72,89.64,108.45,6.95,22.42,13.02,2.34,0
20100612:0711,782.79,226.25,158.45,10.29,31.64,14.75,3.45,0
20100612:0811,1134.9,316.78,228.7,12.84,40.77,15.85,4,0
20100612:0911,1593.13,577.92,192.03,16.74,49.3,16.56,4.69,0
20100612:1011,1812.81,659.11,224.5,18.47,56.36,16.87,5.1,0
20100612:1111,1995.53,788.47,191.82,20.04,60.62,16.99,5.24,0
20100612:1211,1977.9,758.5,209.5,19.81,60.69,17.05,5.66,0
20100612:1311,1709.76,535.69,288.87,17.42,56.53,16.87,6.28,0
20100612:1411,1618.65,581.11,192.24,16.78,49.52,16.37,6.41,0
20100612:1511,1324.96,508.26,121.35,14.73,41.02,15.82,6,0
20100612:1611,778.5,207.5,172.41,10.06,31.9,15.4,5.72,0
20100612:1711,338.84,29.32,149.94,5.19,22.68,14.83,5.52,0
20100612:1811,116.49,0,69.87,1.94,13.74,14.04,5.1,0
20100612:1911,30.8,0,26.31,0.73,5.41,13.06,4.76,0
20100612:2011,0,0,0,0,0,12.12,4.07,0
20100612:2111,0,0,0,0,0,11.5,3.52,0
20100612:2211,0,0,0,0,0,10.99,3.17,0
20100612:2311,0,0,0,0,0,10.64,2.97,0
20100613:0011,0,0,0,0,0,10.27,2.62,0
20100613:0111,0,0,0,0,0,9.91,2.55,0
20100613:0211,0,0,0,0,0,9.57,2.48,0
20100613:0311,0,0,0,0,0,9.22,2.28,0
20100613:0411,2.93,0,8.22,0.23,5.22,9.05,2.14,0
20100613:0511,130.72,0,75.63,2.09,13.51,10.06,1.79,0
20100613:0611,206.24,1.04,110.59,2.89,22.44,11.92,2.28,0
20100613:0711,506.64,36.42,215.02,6.51,31.65,12.44,0.69,0
20100613:0811,615.56,35.58,267.14,7.63,40.79,13.37,0.48,0
20100613:0911,773.93,55.53,324.37,9.38,49.32,14.11,0.41,0
20100613:1011,727.81,28.49,329.25,8.97,56.4,14.59,0.76,0
20100613:1111,788.44,34.64,353.24,9.68,60.67,15.22,0.9,0
20100613:1211,877.13,58.13,374.27,10.61,60.75,15.81,0.9,0
20100613:1311,1404.42,342.25,362,15.42,56.6,16.14,0.97,0
20100613:1411,511.18,5.25,251.07,6.56,49.59,16.15,1.03,0
20100613:1511,494.71,11.59,236.49,6.33,41.09,15.88,1.1,0
20100613:1611,421.82,15.52,199.03,5.53,31.97,15.59,0.69,0
20100613:1711,232.67,2.67,123.73,3.3,22.75,15.53,0.62,0
20100613:1811,81.82,0,53.43,1.48,13.81,15.44,1.03,0
20100613:1911,30.33,0,26.31,0.73,5.49,15.54,0.69,0
20100613:2011,0,0,0,0,0,14.47,1.03,0
20100613:2111,0,0,0,0,0,13.28,1.45,0
20100613:2211,0,0,0,0,0,12.64,1.79,0
20100613:2311,0,0,0,0,0,11.95,2.07,0
20100614:0011,0,0,0,0,0,11.68,2.14,0
20100614:0111,0,0,0,0,0,11.24,2.14,0
20100614:0211,0,0,0,0,0,10.85,2.07,0
20100614:0311,0,0,0,0,0,10.5,2.14,0
20100614:0411,17.09,0,18.09,0.5,5.23,10.33,2.14,0
20100614:0511,23.86,0,22.2,0.61,13.53,11.23,1.86,0
20100614:0611,329.34,26.38,148.14,5.06,22.45,13.25,2,0
20100614:0711,809.32,273.05,127.98,10.88,31.66,14.74,2.21,0
20100614:0811,1157.89,350.52,211.5,13.23,40.8,16.35,2.9,0
20100614:0911,1275.76,301.45,318.16,13.96,49.33,17.62,4,0
20100614:1011,1699.72,567.11,271.76,17.69,56.43,18.7,4.34,0
20100614:1111,1671.25,488,341.29,17.49,60.72,19.52,4.34,0
20100614:1211,1647.29,468.09,349.83,17.31,60.81,19.56,4.21,0
20100614:1311,1371.76,301.48,372.32,14.92,56.67,19.64,4.41,0
20100614:1411,1562.13,553.11,208.85,16.58,49.66,19.37,5.31,0
20100614:1511,1266.61,454.63,156.53,14.3,41.16,18.95,6,0
20100614:1611,828,279.26,129.49,11,32.04,17.9,6,0
20100614:1711,359.82,101.58,104.05,7.24,22.82,17.1,5.72,0
20100614:1811,135.76,0,79.74,2.21,13.88,16.24,5.17,0
20100614:1911,23.36,0,22.2,0.61,5.56,15.22,5.24,0
20100614:2011,0,0,0,0,0,14.19,5.24,0
20100614:2111,0,0,0,0,0,13.28,5.17,0
20100614:2211,0,0,0,0,0,12.56,5.03,0
20100614:2311,0,0,0,0,0,12.04,4.97,0
20100615:0011,0,0,0,0,0,11.76,5.24,0
20100615:0111,0,0,0,0,0,11.44,5.45,0
20100615:0211,0,0,0,0,0,10.94,5.17,0
20100615:0311,0,0,0,0,0,10.56,4.9,0
20100615:0411,29.78,0,25.48,0.71,5.25,10.37,4.76,0
20100615:0511,114.77,0,68.23,1.89,13.53,10.92,4.41,0
20100615:0611,355.16,80.41,115.82,6.76,22.45,11.61,5.45,0
20100615:0711,783.9,212.1,166.29,10.13,31.66,12.57,5.66,0
20100615:0811,1078.97,253.24,255.69,12.09,40.8,13.24,5.45,0
20100615:0911,1299.07,293.87,320.34,13.87,49.34,13.76,5.45,0
20100615:1011,1762.09,578.73,266.04,17.81,56.45,14.47,5.52,0
20100615:1111,1292.45,206.46,408.71,14,60.76,14.77,5.72,0
20100615:1211,1756.39,510.26,333.77,17.74,60.86,15.26,6.07,0
20100615:1311,1637,462.4,320.52,16.74,56.73,15.58,6.34,0
20100615:1411,941.56,103.86,344.63,10.79,49.73,15.51,6.62,0
20100615:1511,1272.14,429.38,171.87,14.07,41.23,15.31,6.83,0
20100615:1611,860.04,307.83,110.02,11.32,32.11,14.89,6.69,0
20100615:1711,356.28,130.67,76.97,7.79,22.89,14.36,6.55,0
20100615:1811,86.18,0,55.08,1.53,13.95,13.73,6.28,0
20100615:1911,33.8,0,27.95,0.77,5.62,12.77,5.93,0
20100615:2011,0,0,0,0,0,11.97,5.31,0
20100615:2111,0,0,0,0,0,11.55,4.9,0
20100615:2211,0,0,0,0,0,11.42,4.55,0
20100615:2311,0,0,0,0,0,11.23,4.28,0
20100616:0011,0,0,0,0,0,11.15,4.14,0
20100616:0111,0,0,0,0,0,10.87,3.93,0
20100616:0211,0,0,0,0,0,10.53,3.79,0
20100616:0311,0,0,0,0,0,10.19,3.79,0
20100616:0411,28.37,0,24.66,0.68,5.25,9.99,4,0
20100616:0511,101.08,0,61.65,1.71,13.53,10.64,3.93,0
20100616:0611,346.65,102.73,94.98,7.26,22.45,11.63,5.1,0
20100616:0711,817.63,260.87,135.17,10.75,31.66,13.05,5.66,0
20100616:0811,1309.19,492.53,126.67,14.6,40.8,14.44,5.66,0
20100616:0911,1616.76,588.31,183.67,16.83,49.35,15.67,5.86,0
20100616:1011,1580.95,430.77,331.07,16.4,56.46,16.95,6,0
20100616:1111,1743.81,520.89,328.33,17.83,60.79,17.9,6,0
20100616:1211,1919.97,706.43,238.72,19.45,60.91,18.95,5.93,0
20100616:1311,1839.64,702.06,202.23,18.88,56.79,19.64,5.93,0
20100616:1411,1653.89,665.91,141.49,17.51,49.79,20.23,6,0
20100616:1511,1289.48,491.98,134.06,14.66,41.29,20.35,6.07,0
20100616:1611,843.97,314.4,106.3,11.41,32.17,19.97,6.14,0
20100616:1711,350.55,128.76,79.63,7.77,22.95,19.28,6,0
20100616:1811,97.46,0,61.65,1.71,14.01,18.07,5.86,0
20100616:1911,33.13,0,27.95,0.77,5.68,16.42,5.66,0
20100616:2011,0,0,0,0,0,15.03,5.52,0
20100616:2111,0,0,0,0,0,14.11,5.38,0
20100616:2211,0,0,0,0,0,13.46,5.17,0
20100616:2311,0,0,0,0,0,12.9,4.83,0
20100617:0011,0,0,0,0,0,12.34,4.48,0
20100617:0111,0,0,0,0,0,11.8,4.34,0
20100617:0211,0,0,0,0,0,11.32,4.34,0
20100617:0311,0,0,0,0,0,10.92,4.21,0
20100617:0411,28.27,0,24.66,0.68,5.25,10.73,4.07,0
20100617:0511,95.55,0,59.19,1.64,13.53,11.41,3.79,0
20100617:0611,329.29,129,68.19,7.77,22.44,12.86,4.28,0
20100617:0711,829.73,298.27,109.22,11.18,31.65,14.85,4.48,0
20100617:0811,1193.5,378.14,195.62,13.53,40.79,16.64,4.62,0
20100617:0911,1522.74,515.86,224.61,16.21,49.35,18.26,4.83,0
20100617:1011,1658.3,522.32,292.8,17.31,56.47,19.57,5.24,0
20100617:1111,1807.2,602.04,292.03,18.58,60.81,20.46,5.86,0
20100617:1211,1946.03,758.59,209.17,19.86,60.95,21,6.07,0
20100617:1311,1546.35,423.73,336.53,16.37,56.84,21.25,6.14,0
20100617:1411,1227.7,268.39,331.49,13.62,49.84,21.29,6.14,0
20100617:1511,820.95,110.92,292.3,9.86,41.35,20.99,6.14,0
20100617:1611,615.26,84.13,223.49,7.99,32.22,20.12,6.21,0
20100617:1711,340.33,31.18,151.62,5.31,23,18.66,6.41,0
20100617:1811,140.47,0,82.21,2.28,14.07,17.06,6.21,0
20100617:1911,28.89,0,25.48,0.71,5.74,15.86,5.59,0
20100617:2011,0,0,0,0,0,14.46,5.31,0
20100617:2111,0,0,0,0,0,13.45,4.9,0
20100617:2211,0,0,0,0,0,12.73,4.62,0
20100617:2311,0,0,0,0,0,12.12,4.34,0
20100618:0011,0,0,0,0,0,11.59,4.21,0
20100618:0111,0,0,0,0,0,11.17,4.21,0
20100618:0211,0,0,0,0,0,10.8,4.07,0
20100618:0311,0,0,0,0,0,10.45,3.79,0
20100618:0411,22.59,0,21.37,0.59,5.24,10.26,3.79,0
20100618:0511,109.47,0,65.76,1.82,13.52,11.07,3.93,0
20100618:0611,230.39,2.55,120.16,3.21,22.43,11.95,4.55,0
20100618:0711,536.05,44.16,217.93,6.81,31.64,12.7,4.41,0
20100618:0811,286.56,0,148.76,3.83,40.78,13.8,4.34,0
20100618:0911,614.79,16.7,282.41,7.58,49.34,14.81,4.55,0
20100618:1011,150.56,0,86.78,2.23,56.47,15.81,5.03,0
20100618:1111,415.72,0,208.97,5.37,60.83,15.97,5.66,0
20100618:1211,397.72,0,200.12,5.15,60.98,15.22,5.59,0
20100618:1311,275.23,0,144.33,3.71,56.88,15.33,5.59,0
20100618:1411,228.58,0,123.08,3.17,49.89,15.74,6,0
20100618:1511,134.14,0,78.81,2.03,41.4,15.4,6,0
20100618:1611,225.9,0,121.31,3.12,32.28,14.65,5.79,0
20100618:1711,200.63,0.54,108.87,2.82,23.06,13.8,5.52,0
20100618:1811,78.07,0,50.97,1.41,14.12,13.14,5.38,0
20100618:1911,35.32,0,28.77,0.8,5.79,12.7,5.17,0
20100618:2011,0,0,0,0,0,12.43,4.76,0
20100618:2111,0,0,0,0,0,12.16,4.21,0
20100618:2211,0,0,0,0,0,12.03,4.21,0
20100618:2311,0,0,0,0,0,11.68,4.41,0
20100619:0011,0,0,0,0,0,11.29,4.28,0
20100619:0111,0,0,0,0,0,10.9,4.28,0
20100619:0211,0,0,0,0,0,10.8,4.28,0
20100619:0311,0,0,0,0,0,10.48,4.28,0
20100619:0411,28.32,0,24.66,0.68,5.23,10.36,4.28,0
20100619:0511,101.06,0,61.65,1.71,13.5,10.75,4.55,0
20100619:0611,354.27,53.91,135.62,6.08,22.41,10.91,5.45,0
20100619:0711,744.32,169.99,187.39,9.52,31.62,11.19,5.38,0
20100619:0811,1262.32,420.57,170.07,13.94,40.76,11.8,5.38,0
20100619:0911,1262.87,264.95,328.13,13.5,49.33,12.31,5.38,0
20100619:1011,672.72,15.29,307.18,8.17,56.47,13.09,5.66,0
20100619:1111,947.58,67.96,380.97,10.95,60.84,13.57,6,0
20100619:1211,373.54,0,187.72,4.83,61.01,13.76,6.41,0
20100619:1311,1160.96,157.6,388.29,12.73,56.92,13.48,6.97,0
20100619:1411,1171.9,206.49,344.19,12.73,49.93,13.82,7.1,0
20100619:1511,1097.05,252.73,261.55,12.18,41.44,13.53,7.52,0
20100619:1611,191.33,0,104.49,2.69,32.32,12.89,7.59,0
20100619:1711,294.82,9.72,143.4,4.12,23.1,12.43,7.66,0
20100619:1811,145.95,0,83.03,2.3,14.16,11.91,7.17,0
20100619:1911,23.91,0,22.2,0.61,5.83,11.15,6.34,0
20100619:2011,0,0,0,0,0,10.85,5.59,0
20100619:2111,0,0,0,0,0,10.69,5.38,0
20100619:2211,0,0,0,0,0,10.51,4.9,0
20100619:2311,0,0,0,0,0,10.47,4.76,0
20100620:0011,0,0,0,0,0,10.33,4.9,0
20100620:0111,0,0,0,0,0,10.44,4.34,0
20100620:0211,0,0,0,0,0,10.36,4.83,0
20100620:0311,0,0,0,0,0,10.54,4.76,0
20100620:0411,0,0,4.11,0.11,5.21,10.68,4.76,0
20100620:0511,26.78,0,23.84,0.66,13.48,11,4.69,0
20100620:0611,75.81,0,49.59,1.28,22.38,11.38,6.07,0
20100620:0711,188.5,0,102.72,2.64,31.6,11.57,6.21,0
20100620:0811,221.12,0,117.77,3.03,40.74,12.02,6.34,0
20100620:0911,466.14,2.09,225.97,5.85,49.31,12.41,6.62,0
20100620:1011,280.51,0,145.22,3.73,56.46,13.08,6.62,0
20100620:1111,374.31,0,187.72,4.83,60.84,13.3,6.34,0
20100620:1211,576.05,3.34,275.71,7.15,61.03,13.73,6.62,0
20100620:1311,265.71,0,139.02,3.58,56.95,13.92,6.62,0
20100620:1411,338.3,0,171.78,4.42,49.97,13.72,6.41,0
20100620:1511,313,0,160.27,4.12,41.48,13.59,6.34,0
20100620:1611,171.64,0,95.63,2.46,32.36,13.25,6.28,0
20100620:1711,117.11,0,69.95,1.8,23.14,12.96,6.14,0
20100620:1811,76.53,0,50.15,1.39,14.2,12.84,5.66,0
20100620:1911,22.37,0,21.37,0.59,5.87,11.99,4.41,0
20100620:2011,0,0,0,0,0,11.58,3.72,0
20100620:2111,0,0,0,0,0,11.42,3.31,0
20100620:2211,0,0,0,0,0,11.33,2.83,0
20100620:2311,0,0,0,0,0,11.09,2.28,0
20100621:0011,0,0,0,0,0,11.05,2.07,0
20100621:0111,0,0,0,0,0,11.13,2.21,0
20100621:0211,0,0,0,0,0,11.23,2.34,0
20100621:0311,0,0,0,0,0,11.28,2.28,0
20100621:0411,0,0,4.11,0.11,5.19,11.45,2.34,0
20100621:0511,11.78,0,14.8,0.41,13.45,11.9,2.34,0
20100621:0611,295.96,12.64,142.71,4.28,22.36,12.63,3.86,0
20100621:0711,639.17,96.02,215.33,8.17,31.57,13.04,4.07,0
20100621:0811,1002.59,207.18,270.34,11.45,40.71,13.79,4.07,0
20100621:0911,1354.77,345.03,301.97,14.48,49.28,14.25,4.21,0
20100621:1011,1682.26,520.57,292.59,17.28,56.44,14.85,4.41,0
20100621:1111,1770.62,542.45,318.38,18.03,60.83,14.87,4.34,0
20100621:1211,1784.11,556.3,314.17,18.19,61.04,15.32,4.28,0
20100621:1311,1675.64,515.49,299.57,17.31,56.97,15.72,4.21,0
20100621:1411,1417.59,393.13,288.87,15.1,50,15.8,4.41,0
20100621:1511,1272.29,442.03,167.16,14.25,41.52,15.71,4.48,0
20100621:1611,843.22,278.34,134.25,11.07,32.4,15.28,4.41,0
20100621:1711,372.92,111.74,99.57,7.49,23.18,14.86,4.14,0
20100621:1811,123.13,0,73.16,2.03,14.24,14.27,3.86,0
20100621:1911,36.6,0,29.59,0.82,5.9,13.53,3.24,0
20100621:2011,0,0,0,0,0,12.31,2.9,0
20100621:2111,0,0,0,0,0,11.22,2.62,0
20100621:2211,0,0,0,0,0,10.52,2.41,0
20100621:2311,0,0,0,0,0,9.87,2.14,0
20100622:0011,0,0,0,0,0,9.21,1.93,0
20100622:0111,0,0,0,0,0,8.42,1.72,0
20100622:0211,0,0,0,0,0,7.8,1.59,0
20100622:0311,0,0,0,0,0,7.99,1.31,0
20100622:0411,30.03,0,25.48,0.71,5.16,8.62,1.03,0
20100622:0511,102.99,0,62.48,1.73,13.42,9.6,0.69,0
20100622:0611,320.79,126.01,67.87,7.72,22.32,11.53,0.69,0
20100622:0711,807.22,289.4,112.64,11.07,31.53,12.88,0.69,0
20100622:0811,1141.07,354.08,206.34,13.25,40.68,14.17,0.69,0
20100622:0911,1429.84,465.86,248.73,15.73,49.25,15.43,0.83,0
20100622:1011,1651.41,576.18,265.69,17.78,56.42,16.71,1.03,0
20100622:1111,1768.54,639.34,272.88,18.9,60.82,17.74,1.24,0
20100622:1211,1806.33,680.08,253.58,19.26,61.05,18.68,1.52,0
20100622:1311,1715.22,642.53,236.27,18.42,56.99,19.31,1.72,0
20100622:1411,1421.86,446.7,266.2,15.67,50.03,19.63,2.07,0
20100622:1511,1107.15,309.94,238.04,12.89,41.55,19.68,2.41,0
