time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20140111:1611,0,0,0,0,0,6.05,4.62,0
20140111:1711,0,0,0,0,0,5.58,4.55,0
20140111:1811,0,0,0,0,0,5.27,4.41,0
20140111:1911,0,0,0,0,0,5,3.86,0
20140111:2011,0,0,0,0,0,4.83,3.66,0
20140111:2111,0,0,0,0,0,4.63,3.17,0
20140111:2211,0,0,0,0,0,4.57,2.9,0
20140111:2311,0,0,0,0,0,4.16,2.97,0
20140112:0011,0,0,0,0,0,3.99,2.76,0
20140112:0111,0,0,0,0,0,3.63,2.55,0
20140112:0211,0,0,0,0,0,3.27,2.48,0
20140112:0311,0,0,0,0,0,3.07,2.28,0
20140112:0411,0,0,0,0,0,2.54,2.21,0
20140112:0511,0,0,0,0,0,2.22,2.14,0
20140112:0611,0,0,0,0,0,1.63,2.41,0
20140112:0711,0,0,0,0,0,1.24,2.41,0
20140112:0811,0,0,0,0,0,1.02,2.28,0
20140112:0911,929.85,341.7,84.03,2.76,8.63,1.44,2.14,0
20140112:1011,1194.02,420.69,126.42,4.49,13.29,2.74,2.28,0
20140112:1111,711.24,175.13,153.68,4.19,15.93,4.29,2.28,0
20140112:1211,1462.9,546.64,136.01,5.85,16.28,5.19,2.41,0
20140112:1311,1384.36,530.3,112.13,5.12,14.33,5.65,2.97,0
20140112:1411,630.27,189.75,104.73,2.76,10.25,5.5,3.45,0
20140112:1511,245.84,91.87,35.69,0.91,4.38,4.72,3.59,0
20140112:1611,0,0,0,0,0,3.47,4,0
20140112:1711,0,0,0,0,0,2.6,4.34,0
20140112:1811,0,0,0,0,0,2.26,4.41,0
20140112:1911,0,0,0,0,0,2.6,4,0
20140112:2011,0,0,0,0,0,2.51,4.21,0
20140112:2111,0,0,0,0,0,2.45,4.28,0
20140112:2211,0,0,0,0,0,2.98,4.55,0
20140112:2311,0,0,0,0,0,3.69,4.69,0
20140113:0011,0,0,0,0,0,4.72,4.83,0
20140113:0111,0,0,0,0,0,5.72,4.9,0
20140113:0211,0,0,0,0,0,6.58,5.24,0
20140113:0311,0,0,0,0,0,7.28,5.86,0
20140113:0411,0,0,0,0,0,8,6.55,0
20140113:0511,0,0,0,0,0,8.62,7.1,0
20140113:0611,0,0,0,0,0,8.53,7.03,0
20140113:0711,0,0,0,0,0,7.74,6.14,0
20140113:0811,226.9,106.14,16.11,0.48,2.39,6.91,5.24,0
20140113:0911,195.82,40.65,63.56,1.62,8.74,6.88,4.97,0
20140113:1011,600.66,153.96,127.62,3.42,13.43,7.53,5.45,0
20140113:1111,283.56,32.4,110.97,2.91,16.08,8.33,5.79,0
20140113:1211,1416.77,510.18,145.13,5.78,16.45,8.53,5.59,0
20140113:1311,1180.8,404.72,140.72,4.8,14.51,8.63,5.38,0
20140113:1411,326.37,77.02,85.78,2.21,10.43,8.52,4.83,0
20140113:1511,297.28,113.81,38.64,1,4.57,7.95,4.07,0
20140113:1611,0,0,0,0,0,6.91,3.52,0
20140113:1711,0,0,0,0,0,5.98,3.45,0
20140113:1811,0,0,0,0,0,5.55,3.79,0
20140113:1911,0,0,0,0,0,5.17,3.93,0
20140113:2011,0,0,0,0,0,4.79,3.79,0
20140113:2111,0,0,0,0,0,4.66,3.86,0
20140113:2211,0,0,0,0,0,4.36,4,0
20140113:2311,0,0,0,0,0,4.14,4.07,0
20140114:0011,0,0,0,0,0,4.08,3.93,0
20140114:0111,0,0,0,0,0,3.89,3.66,0
20140114:0211,0,0,0,0,0,3.59,3.45,0
20140114:0311,0,0,0,0,0,3.24,3.38,0
20140114:0411,0,0,0,0,0,2.97,3.45,0
20140114:0511,0,0,0,0,0,2.78,3.52,0
20140114:0611,0,0,0,0,0,2.83,3.59,0
20140114:0711,0,0,0,0,0,3.36,3.52,0
20140114:0811,0,0,0,0,0,3.69,3.52,0
20140114:0911,130.55,20.06,53.84,1.39,8.87,4.33,3.52,0
20140114:1011,100.59,0,60.21,1.55,13.57,5.01,3.45,0
20140114:1111,396.58,64.27,127.12,3.37,16.24,5.56,3.17,0
20140114:1211,246.83,20.24,106.19,2.78,16.63,6.03,2.83,0
20140114:1311,44,0,32.76,0.84,14.7,6.33,3.03,0
20140114:1411,546.49,155.42,103.75,2.71,10.62,6.4,2.55,0
20140114:1511,174.57,60.96,34.98,0.89,4.76,6.18,1.79,0
20140114:1611,0,0,0,0,0,5.93,1.31,0
20140114:1711,0,0,0,0,0,5.58,1.17,0
20140114:1811,0,0,0,0,0,5.38,1.66,0
20140114:1911,0,0,0,0,0,5.48,2.97,0
20140114:2011,0,0,0,0,0,5.37,2.76,0
20140114:2111,0,0,0,0,0,5.05,2.69,0
20140114:2211,0,0,0,0,0,4.82,2.62,0
20140114:2311,0,0,0,0,0,4.43,2.9,0
20140115:0011,0,0,0,0,0,4.33,3.24,0
20140115:0111,0,0,0,0,0,4.15,3.38,0
20140115:0211,0,0,0,0,0,3.62,3.45,0
20140115:0311,0,0,0,0,0,3.22,3.59,0
20140115:0411,0,0,0,0,0,2.89,3.86,0
20140115:0511,0,0,0,0,0,2.91,4.07,0
20140115:0611,0,0,0,0,0,3.08,4.34,0
20140115:0711,0,0,0,0,0,3.79,4.9,0
20140115:0811,1.71,0,7.08,0.18,2.61,3.85,5.45,0
20140115:0911,68.05,3.96,40.51,1.05,9,4.06,5.79,0
20140115:1011,175.96,12.59,81.4,2.12,13.73,4.17,5.93,0
20140115:1111,163.16,2.9,85.53,2.21,16.41,4.32,5.93,0
20140115:1211,224.49,14.33,101.23,2.64,16.82,4.57,5.66,0
20140115:1311,235.92,24.23,96.48,2.53,14.89,4.95,5.38,0
20140115:1411,54.63,0,38.08,0.98,10.82,5.54,5.31,0
20140115:1511,31.25,5.88,20.16,0.52,4.96,5.92,5.24,0
20140115:1611,0,0,0,0,0,6.1,5.03,0
20140115:1711,0,0,0,0,0,6.21,4.97,0
20140115:1811,0,0,0,0,0,6.38,5.03,0
20140115:1911,0,0,0,0,0,6.2,5.1,0
20140115:2011,0,0,0,0,0,6.46,5.03,0
20140115:2111,0,0,0,0,0,6.67,4.97,0
20140115:2211,0,0,0,0,0,6.94,4.97,0
20140115:2311,0,0,0,0,0,7.27,5.1,0
20140116:0011,0,0,0,0,0,7.66,5.17,0
20140116:0111,0,0,0,0,0,8.02,5.24,0
20140116:0211,0,0,0,0,0,8.36,5.52,0
20140116:0311,0,0,0,0,0,8.44,5.86,0
20140116:0411,0,0,0,0,0,8.54,6.14,0
20140116:0511,0,0,0,0,0,8.61,6.28,0
20140116:0611,0,0,0,0,0,8.59,6.21,0
20140116:0711,0,0,0,0,0,8.6,5.59,0
20140116:0811,3.7,0,8.85,0.23,2.73,8.4,5.38,0
20140116:0911,300.63,74.12,77.47,1.96,9.14,8.26,4.97,0
20140116:1011,284.7,43.65,100.49,2.64,13.88,8.53,4.83,0
20140116:1111,208.82,11.49,98.86,2.57,16.59,8.23,5.38,0
20140116:1211,162.02,2.84,86.39,2.23,17.01,7.93,5.24,0
20140116:1311,213.33,17.99,94.14,2.46,15.09,7.65,4.62,0
20140116:1411,12.47,0,15.05,0.39,11.03,7.6,4,0
20140116:1511,185.5,62.45,38.75,0.98,5.16,7.63,3.72,0
20140116:1611,0,0,0,0,0,7.18,4.14,0
20140116:1711,0,0,0,0,0,6.55,4.41,0
20140116:1811,0,0,0,0,0,6.34,4.76,0
20140116:1911,0,0,0,0,0,6.51,5.03,0
20140116:2011,0,0,0,0,0,6.48,5.38,0
20140116:2111,0,0,0,0,0,6.42,5.59,0
20140116:2211,0,0,0,0,0,6.41,5.66,0
20140116:2311,0,0,0,0,0,6.47,5.72,0
20140117:0011,0,0,0,0,0,6.34,5.79,0
20140117:0111,0,0,0,0,0,6.23,5.93,0
20140117:0211,0,0,0,0,0,6.27,6.07,0
20140117:0311,0,0,0,0,0,6.48,6.07,0
20140117:0411,0,0,0,0,0,6.86,6.14,0
20140117:0511,0,0,0,0,0,7.13,6.14,0
20140117:0611,0,0,0,0,0,7.28,6.21,0
20140117:0711,0,0,0,0,0,7.12,6.28,0
20140117:0811,78.91,35.57,16.15,0.43,2.86,7.14,6.14,0
20140117:0911,171.72,30.76,62.73,1.62,9.28,7.47,6.14,0
20140117:1011,328.15,55.56,107.12,2.82,14.05,8.04,6.28,0
20140117:1111,1493.21,552.45,135.78,6.06,16.77,8.4,6.48,0
20140117:1211,165.37,2.82,88.16,2.28,17.21,8.73,6.62,0
20140117:1311,259.06,29.67,103.14,2.71,15.3,8.98,6.97,0
20140117:1411,136.23,13.83,63.86,1.66,11.24,9.03,6.34,0
20140117:1511,21.03,0,20.37,0.52,5.37,8.7,6.21,0
20140117:1611,0,0,0,0,0,7.9,5.79,0
20140117:1711,0,0,0,0,0,7.44,5.52,0
20140117:1811,0,0,0,0,0,7.29,5.24,0
20140117:1911,0,0,0,0,0,7.29,5.17,0
20140117:2011,0,0,0,0,0,7.29,4.48,0
20140117:2111,0,0,0,0,0,7.37,4.14,0
20140117:2211,0,0,0,0,0,7.38,3.86,0
20140117:2311,0,0,0,0,0,7.42,3.93,0
20140118:0011,0,0,0,0,0,7.52,4.14,0
20140118:0111,0,0,0,0,0,7.46,4.28,0
20140118:0211,0,0,0,0,0,6.95,4,0
20140118:0311,0,0,0,0,0,6.33,3.79,0
20140118:0411,0,0,0,0,0,5.79,3.72,0
20140118:0511,0,0,0,0,0,5.46,3.66,0
20140118:0611,0,0,0,0,0,5.17,3.59,0
20140118:0711,0,0,0,0,0,5.47,3.45,0
20140118:0811,211.59,93.51,20.78,0.59,3,5.22,3.79,0
20140118:0911,196.94,37.88,66.22,1.71,9.44,5.32,4,0
20140118:1011,646.71,164.96,136.33,3.71,14.22,6.21,3.86,0
20140118:1111,487.47,90.32,141.74,3.8,16.97,7.32,4.48,0
20140118:1211,909.19,248.47,172.06,4.99,17.41,8.16,4.62,0
20140118:1311,303.28,41.1,111.35,2.94,15.51,8.55,4.21,0
20140118:1411,213.16,34.05,78.55,2.05,11.45,8.69,4.28,0
20140118:1511,168.52,53.01,40.57,1.02,5.58,8.65,4.28,0
20140118:1611,0,0,0,0,0,8.18,4.28,0
20140118:1711,0,0,0,0,0,7.55,4.28,0
20140118:1811,0,0,0,0,0,6.98,4.21,0
20140118:1911,0,0,0,0,0,6.39,4.14,0
20140118:2011,0,0,0,0,0,5.92,4.14,0
20140118:2111,0,0,0,0,0,5.47,4.14,0
20140118:2211,0,0,0,0,0,5.13,4.14,0
20140118:2311,0,0,0,0,0,5.06,4,0
20140119:0011,0,0,0,0,0,4.95,3.93,0
20140119:0111,0,0,0,0,0,4.99,4.14,0
20140119:0211,0,0,0,0,0,5.31,4.14,0
20140119:0311,0,0,0,0,0,5.76,4,0
20140119:0411,0,0,0,0,0,5.97,4,0
20140119:0511,0,0,0,0,0,5.74,4.34,0
20140119:0611,0,0,0,0,0,5.47,4.55,0
20140119:0711,0,0,0,0,0,5.27,4.76,0
20140119:0811,169.78,73.15,21.67,0.59,3.14,5.4,4.69,0
20140119:0911,149.99,22.39,60.65,1.57,9.6,5.51,4.48,0
20140119:1011,236.69,27.21,94.49,2.48,14.4,5.96,4.07,0
20140119:1111,111.18,0,65.53,1.69,17.16,6.53,3.52,0
20140119:1211,106.81,0,63.75,1.64,17.62,7.53,3.17,0
20140119:1311,100.89,0,61.1,1.57,15.73,8.03,2.55,0
20140119:1411,190.94,26.83,75.82,1.98,11.67,8.28,2.28,0
20140119:1511,130.05,35.9,39.69,0.98,5.8,8.26,2,0
20140119:1611,0,0,0,0,0,7.92,1.79,0
20140119:1711,0,0,0,0,0,7.57,1.52,0
20140119:1811,0,0,0,0,0,7.36,1.31,0
20140119:1911,0,0,0,0,0,6.88,1.66,0
20140119:2011,0,0,0,0,0,6.52,1.38,0
20140119:2111,0,0,0,0,0,5.94,1.38,0
20140119:2211,0,0,0,0,0,5.48,1.38,0
20140119:2311,0,0,0,0,0,4.98,1.31,0
20140120:0011,0,0,0,0,0,4.13,1.38,0
20140120:0111,0,0,0,0,0,3.53,1.93,0
20140120:0211,0,0,0,0,0,3.58,1.86,0
20140120:0311,0,0,0,0,0,3.82,1.86,0
20140120:0411,0,0,0,0,0,4.36,1.72,0
20140120:0511,0,0,0,0,0,4.81,1.66,0
20140120:0611,0,0,0,0,0,5.3,1.72,0
20140120:0711,0,0,0,0,0,5.46,1.52,0
20140120:0811,6.1,0,10.63,0.27,3.28,5.56,1.31,0
20140120:0911,59.79,0,40.73,1.05,9.76,5.58,1.24,0
20140120:1011,24.45,0,22.14,0.57,14.59,5.72,1.52,0
20140120:1111,124.74,0,71.72,1.84,17.37,5.69,1.52,0
20140120:1211,145.9,0,81.46,2.09,17.84,5.86,1.93,0
20140120:1311,118.99,0,69.07,1.78,15.95,5.87,2.07,0
20140120:1411,39.04,0,30.11,0.77,11.89,5.78,2.14,0
20140120:1511,43.28,4.96,27.43,0.71,6.02,5.59,2.28,0
20140120:1611,0,0,0,0,0,5.31,2.28,0
20140120:1711,0,0,0,0,0,5,2.21,0
20140120:1811,0,0,0,0,0,4.7,2.21,0
20140120:1911,0,0,0,0,0,3.82,2.41,0
20140120:2011,0,0,0,0,0,3.58,2,0
20140120:2111,0,0,0,0,0,3.44,1.66,0
20140120:2211,0,0,0,0,0,3.38,1.66,0
20140120:2311,0,0,0,0,0,3.33,1.45,0
20140121:0011,0,0,0,0,0,3.22,0.9,0
20140121:0111,0,0,0,0,0,3.26,0.34,0
20140121:0211,0,0,0,0,0,3.33,0.28,0
20140121:0311,0,0,0,0,0,3.2,0.76,0
20140121:0411,0,0,0,0,0,3.31,0.83,0
20140121:0511,0,0,0,0,0,3.53,0.9,0
20140121:0611,0,0,0,0,0,3.42,1.24,0
20140121:0711,0,0,0,0,0,3.08,1.24,0
20140121:0811,74.08,29.73,18.76,0.5,3.44,3.14,1.1,0
20140121:0911,190.91,32.55,68.53,1.78,9.93,3.58,0.97,0
20140121:1011,362.28,62.12,114.92,3.05,14.78,4.94,1.03,0
20140121:1111,559.44,112.54,152.51,4.14,17.58,6.19,1.31,0
20140121:1211,345.27,40.72,129.8,3.44,18.06,7.01,2.21,0
20140121:1311,61.11,0,41.62,1.07,16.18,7.32,2.76,0
20140121:1411,38.71,0,30.11,0.77,12.12,7.32,2.55,0
20140121:1511,47.79,4.81,30.1,0.77,6.25,6.93,1.52,0
20140121:1611,0,0,0,0,0,6.24,1.17,0
20140121:1711,0,0,0,0,0,4.67,1.24,0
20140121:1811,0,0,0,0,0,3.86,1.86,0
20140121:1911,0,0,0,0,0,4.51,2.14,0
20140121:2011,0,0,0,0,0,4.69,2.62,0
20140121:2111,0,0,0,0,0,4.66,2.97,0
20140121:2211,0,0,0,0,0,4.35,3.1,0
20140121:2311,0,0,0,0,0,4.04,3.03,0
20140122:0011,0,0,0,0,0,3.36,3.03,0
20140122:0111,0,0,0,0,0,2.86,3.24,0
20140122:0211,0,0,0,0,0,2.45,3.17,0
20140122:0311,0,0,0,0,0,2.18,3.24,0
20140122:0411,0,0,0,0,0,1.91,3.31,0
20140122:0511,0,0,0,0,0,1.78,3.72,0
20140122:0611,0,0,0,0,0,1.65,3.86,0
20140122:0711,0,0,0,0,0,1.57,4.41,0
20140122:0811,0,0,5.31,0.14,3.6,1.44,4.07,0
20140122:0911,105.47,7.12,54.51,1.41,10.11,1.63,5.03,0
20140122:1011,454.53,87.77,124.98,3.35,14.98,2.04,4.97,0
20140122:1111,1402.22,473.05,160.19,6.13,17.79,2.61,4.69,0
20140122:1211,1557.29,564.69,144.57,6.6,18.29,3.38,4.55,0
20140122:1311,867.53,233.33,161.33,4.67,16.41,3.97,4.34,0
20140122:1411,319.18,60.89,95.94,2.53,12.36,4.27,4.14,0
20140122:1511,79.86,13.98,36.48,0.93,6.48,4.24,3.86,0
20140122:1611,0,0,0,0,0,3.96,3.93,0
20140122:1711,0,0,0,0,0,3.81,4,0
20140122:1811,0,0,0,0,0,3.81,4,0
20140122:1911,0,0,0,0,0,3.87,3.52,0
20140122:2011,0,0,0,0,0,3.79,3.45,0
20140122:2111,0,0,0,0,0,3.64,3.45,0
20140122:2211,0,0,0,0,0,3.54,3.45,0
20140122:2311,0,0,0,0,0,3.48,3.45,0
20140123:0011,0,0,0,0,0,3.49,3.45,0
20140123:0111,0,0,0,0,0,3.54,3.45,0
20140123:0211,0,0,0,0,0,3.56,3.38,0
20140123:0311,0,0,0,0,0,3.66,3.31,0
20140123:0411,0,0,0,0,0,3.63,3.31,0
20140123:0511,0,0,0,0,0,3.61,3.31,0
20140123:0611,0,0,0,0,0,3.59,3.31,0
20140123:0711,0,0,0,0,0,3.86,3.17,0
20140123:0811,11.38,0,14.17,0.36,3.76,3.98,3.24,0
20140123:0911,166.28,24.51,65.49,1.71,10.3,4.34,3.72,0
20140123:1011,34.25,0,27.45,0.71,15.18,4.86,4.41,0
20140123:1111,42.53,0,31.88,0.82,18.01,5.37,4.41,0
20140123:1211,331.03,34.62,128.15,3.39,18.52,5.85,4.69,0
20140123:1311,21.3,0,20.37,0.52,16.66,6.43,4.76,0
20140123:1411,61.36,0,41.62,1.07,12.6,6.63,4.14,0
20140123:1511,148.25,36.15,47.1,1.18,6.71,6.62,3.72,0
20140123:1611,0,0,0,0,0,5.99,3.31,0
20140123:1711,0,0,0,0,0,5.48,3.38,0
20140123:1811,0,0,0,0,0,4.74,3.93,0
20140123:1911,0,0,0,0,0,4.92,5.1,0
20140123:2011,0,0,0,0,0,4.89,5.17,0
20140123:2111,0,0,0,0,0,4.83,5.31,0
20140123:2211,0,0,0,0,0,4.47,5.17,0
20140123:2311,0,0,0,0,0,4.21,5.17,0
20140124:0011,0,0,0,0,0,4.04,5.31,0
20140124:0111,0,0,0,0,0,3.98,5.03,0
20140124:0211,0,0,0,0,0,4.04,4.76,0
20140124:0311,0,0,0,0,0,3.88,4.28,0
20140124:0411,0,0,0,0,0,3.78,3.79,0
20140124:0511,0,0,0,0,0,3.67,3.45,0
20140124:0611,0,0,0,0,0,3.62,2.97,0
20140124:0711,0,0,0,0,0,3.29,2.21,0
20140124:0811,60.16,19.56,21.71,0.57,3.94,3.08,1.93,0
20140124:0911,55.11,0,38.08,0.98,10.49,3.53,1.45,0
20140124:1011,1173.29,406.15,142.22,5.15,15.39,5.16,1.31,0
20140124:1111,372.6,47.99,134.2,3.58,18.24,6.2,1.66,0
20140124:1211,131.76,0,75.27,1.94,18.76,6.83,1.93,0
20140124:1311,70.11,0,46.04,1.18,16.9,7.02,2.14,0
20140124:1411,95.68,0,58.44,1.5,12.84,6.9,0.83,0
20140124:1511,108.13,21.92,42.71,1.09,6.95,6.77,1.17,0
20140124:1611,0,0,0,0,0,5.9,1.52,0
20140124:1711,0,0,0,0,0,4.84,1.52,0
20140124:1811,0,0,0,0,0,3.59,2,0
20140124:1911,0,0,0,0,0,2.93,2,0
20140124:2011,0,0,0,0,0,2.82,2.14,0
20140124:2111,0,0,0,0,0,2.68,2.28,0
20140124:2211,0,0,0,0,0,2.34,2.55,0
20140124:2311,0,0,0,0,0,2.13,2.69,0
20140125:0011,0,0,0,0,0,2.06,2.76,0
20140125:0111,0,0,0,0,0,1.9,2.83,0
20140125:0211,0,0,0,0,0,1.77,2.83,0
20140125:0311,0,0,0,0,0,1.83,2.97,0
20140125:0411,0,0,0,0,0,1.9,3.38,0
20140125:0511,0,0,0,0,0,2.03,3.38,0
20140125:0611,0,0,0,0,0,2.03,3.52,0
20140125:0711,0,0,0,0,0,2.29,3.52,0
20140125:0811,58.63,18.74,21.61,0.57,4.12,2.42,3.52,0
20140125:0911,239.17,44.05,77.44,2.03,10.69,2.68,3.72,0
20140125:1011,196.89,11.31,91.69,2.39,15.61,3.11,3.72,0
20140125:1111,362.48,42.24,132.71,3.53,18.48,3.68,4.21,0
20140125:1211,190.12,2.61,97.86,2.53,19.01,4.15,4.48,0
20140125:1311,125.93,0,71.72,1.84,17.15,4.41,4.83,0
20140125:1411,89.63,0,54.9,1.41,13.09,4.53,4.9,0
20140125:1511,35.96,0,28.34,0.73,7.2,4.67,5.86,0
20140125:1611,0,0,0,0,0,4.84,6,0
20140125:1711,0,0,0,0,0,4.89,6.41,0
20140125:1811,0,0,0,0,0,5.15,7.1,0
20140125:1911,0,0,0,0,0,5.04,6.83,0
20140125:2011,0,0,0,0,0,6.01,7.52,0
20140125:2111,0,0,0,0,0,5.71,11.17,0
20140125:2211,0,0,0,0,0,5.45,10.07,0
20140125:2311,0,0,0,0,0,5.53,9.59,0
20140126:0011,0,0,0,0,0,5.66,9.38,0
20140126:0111,0,0,0,0,0,5.63,9.03,0
20140126:0211,0,0,0,0,0,5.61,8.28,0
20140126:0311,0,0,0,0,0,5.54,7.24,0
20140126:0411,0,0,0,0,0,5.3,6.07,0
20140126:0511,0,0,0,0,0,5.05,4.76,0
20140126:0611,0,0,0,0,0,4.56,3.86,0
20140126:0711,0,0,0,0,0,4.83,4.14,0
20140126:0811,103.17,35.94,26.74,0.71,4.3,4.58,3.38,0
20140126:0911,238.38,43.32,79.07,2.07,10.89,4.8,2.41,0
20140126:1011,190.29,11.18,89.81,2.35,15.83,5.21,3.24,0
20140126:1111,322.13,31.36,127.31,3.37,18.72,5.36,4.34,0
20140126:1211,322.35,28.44,130.2,3.44,19.26,5.28,4.9,0
20140126:1311,169.66,2.69,89.02,2.3,17.41,5.18,4.9,0
20140126:1411,76.33,0,48.7,1.25,13.35,5.21,4.83,0
20140126:1511,26.11,0,23.02,0.59,7.44,5.3,6.48,0
20140126:1611,0,0,0,0,0,4.8,7.24,0
20140126:1711,0,0,0,0,0,4.43,7.79,0
20140126:1811,0,0,0,0,0,3.4,7.31,0
20140126:1911,0,0,0,0,0,5.15,6.69,0
20140126:2011,0,0,0,0,0,6.22,5.86,0
20140126:2111,0,0,0,0,0,7.25,6.62,0
20140126:2211,0,0,0,0,0,6.71,6.41,0
20140126:2311,0,0,0,0,0,5.49,5.93,0
20140127:0011,0,0,0,0,0,4.82,5.72,0
20140127:0111,0,0,0,0,0,4.64,5.52,0
20140127:0211,0,0,0,0,0,4.23,5.38,0
20140127:0311,0,0,0,0,0,3.57,5.79,0
20140127:0411,0,0,0,0,0,3.27,5.31,0
20140127:0511,0,0,0,0,0,2.91,4.97,0
20140127:0611,0,0,0,0,0,2.52,4.76,0
20140127:0711,0,0,0,0,0,2.73,4.76,0
20140127:0811,0,0,4.43,0.11,4.49,2.53,4.69,0
20140127:0911,673.74,199.89,109.61,3.1,11.1,2.9,4.69,0
20140127:1011,1145.19,364.6,152.74,5.21,16.06,3.46,4.9,0
20140127:1111,422.47,56.92,143.46,3.85,18.97,4.22,7.1,0
20140127:1211,325.2,28.16,130.96,3.46,19.52,4.63,6.9,0
20140127:1311,240.81,15.95,106.81,2.8,17.67,4.87,6.69,0
20140127:1411,56.59,0,38.96,1,13.6,4.89,6.14,0
20140127:1511,87.92,12.06,42.22,1.09,7.69,4.74,5.59,0
20140127:1611,0,0,0,0,0,4.35,5.1,0
20140127:1711,0,0,0,0,0,4.02,4.83,0
20140127:1811,0,0,0,0,0,4.11,5.03,0
20140127:1911,0,0,0,0,0,4.23,4.69,0
20140127:2011,0,0,0,0,0,4.19,4.9,0
20140127:2111,0,0,0,0,0,4.13,5.1,0
20140127:2211,0,0,0,0,0,3.97,5.24,0
20140127:2311,0,0,0,0,0,3.92,5.45,0
20140128:0011,0,0,0,0,0,4.1,5.72,0
20140128:0111,0,0,0,0,0,4.32,6.07,0
20140128:0211,0,0,0,0,0,4.61,6.28,0
20140128:0311,0,0,0,0,0,4.46,6.14,0
20140128:0411,0,0,0,0,0,3.86,6,0
20140128:0511,0,0,0,0,0,3.15,6,0
20140128:0611,0,0,0,0,0,2.64,6.14,0
20140128:0711,0,0,0,0,0,2.38,6.21,0
20140128:0811,63.74,16.55,26.17,0.68,4.69,2.45,6.41,0
20140128:0911,145.68,12.89,67.3,1.75,11.32,3.07,6.34,0
20140128:1011,109.07,0,63.75,1.64,16.3,3.87,8.28,0
20140128:1111,180.32,2.56,93.4,2.41,19.22,4.28,8.28,0
20140128:1211,490.12,73.49,155.49,4.21,19.78,4.16,7.86,0
20140128:1311,619.5,126.17,158.12,4.37,17.93,3.98,7.17,0
20140128:1411,241.53,29.26,93.23,2.46,13.87,3.81,7.17,0
20140128:1511,166.01,35.2,54.78,1.41,7.95,3.75,6.62,0
20140128:1611,0,0,0,0,0,3.65,6.41,0
20140128:1711,0,0,0,0,0,3.45,6.34,0
20140128:1811,0,0,0,0,0,3.28,6.14,0
20140128:1911,0,0,0,0,0,4.57,5.72,0
20140128:2011,0,0,0,0,0,4.36,5.45,0
20140128:2111,0,0,0,0,0,4.15,5.24,0
20140128:2211,0,0,0,0,0,3.83,5.03,0
20140128:2311,0,0,0,0,0,3.66,4.9,0
20140129:0011,0,0,0,0,0,3.33,4.83,0
20140129:0111,0,0,0,0,0,2.86,4.69,0
20140129:0211,0,0,0,0,0,2.31,4.83,0
20140129:0311,0,0,0,0,0,1.79,4.97,0
20140129:0411,0,0,0,0,0,1.51,5.1,0
20140129:0511,0,0,0,0,0,1.35,5.31,0
20140129:0611,0,0,0,0,0,1.03,5.45,0
20140129:0711,0,0,0,0,0,0.78,5.45,0
20140129:0811,240.78,84.8,39.33,1.05,4.9,0.64,5.59,0
20140129:0911,655.81,186.93,111.96,3.17,11.54,1.2,5.38,0
20140129:1011,1201.71,383.02,153.52,5.44,16.54,2.01,6.14,0
20140129:1111,1594.59,567.77,149.49,7.06,19.48,3.02,6.55,0
20140129:1211,1133.88,316.08,193.44,6.13,20.05,3.84,6.41,0
20140129:1311,1042.52,293.67,176.56,5.51,18.2,4.34,6.28,0
20140129:1411,613.82,152.8,130.59,3.64,14.13,4.43,6.14,0
20140129:1511,378,110.4,73.29,1.91,8.21,4.06,5.52,0
20140129:1611,0,0,0,0,0,3.18,5.72,0
20140129:1711,0,0,0,0,0,2.09,5.79,0
20140129:1811,0,0,0,0,0,1.38,5.79,0
20140129:1911,0,0,0,0,0,1.18,5.52,0
20140129:2011,0,0,0,0,0,0.73,5.31,0
20140129:2111,0,0,0,0,0,0.49,5.03,0
20140129:2211,0,0,0,0,0,0.39,4.9,0
20140129:2311,0,0,0,0,0,0.36,4.76,0
20140130:0011,0,0,0,0,0,0.41,4.55,0
20140130:0111,0,0,0,0,0,0.58,4.34,0
20140130:0211,0,0,0,0,0,0.88,4.14,0
20140130:0311,0,0,0,0,0,1.04,3.93,0
20140130:0411,0,0,0,0,0,1.21,3.79,0
20140130:0511,0,0,0,0,0,1.19,3.72,0
20140130:0611,0,0,0,0,0,1.28,3.66,0
20140130:0711,0,0,0,0,0,0.59,3.45,0
20140130:0811,247.65,86.62,40.83,1.09,5.1,0.78,3.45,0
20140130:0911,204.62,28.04,77.84,2.05,11.77,1.5,3.17,0
20140130:1011,433.21,71.96,133.04,3.6,16.79,2.81,3.24,0
20140130:1111,322.8,27.6,130.74,3.46,19.74,3.83,2.97,0
20140130:1211,330.61,27.32,135.12,3.58,20.32,4.82,2.9,0
20140130:1311,550.14,102.78,155.77,4.28,18.48,5.62,3.1,0
20140130:1411,1176.61,423.22,119.24,4.92,14.4,5.88,3.52,0
20140130:1511,12.62,0,15.05,0.39,8.47,5.59,3.52,0
20140130:1611,0,0,0,0,0,4.63,3.38,0
20140130:1711,0,0,0,0,0,3.55,3.24,0
20140130:1811,0,0,0,0,0,2.72,3.17,0
20140130:1911,0,0,0,0,0,2.5,2.97,0
20140130:2011,0,0,0,0,0,2.12,2.69,0
20140130:2111,0,0,0,0,0,2,2.55,0
20140130:2211,0,0,0,0,0,2.23,2.41,0
20140130:2311,0,0,0,0,0,2.21,2.14,0
20140131:0011,0,0,0,0,0,2.12,1.86,0
20140131:0111,0,0,0,0,0,1.79,1.72,0
