time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20100101:0010,0,0,0,0,0,-0.75,3.52,0
20100101:0110,0,0,0,0,0,-0.76,3.72,0
20100101:0210,0,0,0,0,0,-0.82,3.72,0
20100101:0310,0,0,0,0,0,-0.87,3.86,0
20100101:0410,0,0,0,0,0,-0.91,4,0
20100101:0510,0,0,0,0,0,-0.94,3.72,0
20100101:0610,0,0,0,0,0,-1,4,0
20100101:0710,0,0,0,0,0,-0.85,4.14,0
20100101:0810,20.56,9.22,10.97,0.11,2.44,-0.97,4,0
20100101:0910,55.18,0,38.11,0.37,8.55,-0.86,3.72,0
20100101:1010,86.55,0,53.36,0.52,12.94,-0.45,4.55,0
20100101:1110,66.54,0,43.83,0.43,15.25,-0.04,4.62,0
20100101:1210,198.5,5.92,99.29,1.03,15.27,0.07,4.55,0
20100101:1310,170.38,5.55,88.64,0.97,13,0.27,4.48,0
20100101:1410,86.6,0,53.53,0.54,8.65,0.2,3.86,0
20100101:1510,5.48,0,10.15,0.1,2.56,-0.22,3.31,0
20100101:1610,0,0,0,0,0,-0.87,2.97,0
20100101:1710,0,0,0,0,0,-1.38,2.69,0
20100101:1810,0,0,0,0,0,-2.04,2.34,0
20100101:1910,0,0,0,0,0,-2.68,2.28,0
20100101:2010,0,0,0,0,0,-3.08,2,0
20100101:2110,0,0,0,0,0,-3.47,1.72,0
20100101:2210,0,0,0,0,0,-4.3,1.45,0
20100101:2310,0,0,0,0,0,-4.39,1.17,0
20100102:0010,0,0,0,0,0,-4.46,1.17,0
20100102:0110,0,0,0,0,0,-5,1.59,0
20100102:0210,0,0,0,0,0,-4.77,1.72,0
20100102:0310,0,0,0,0,0,-4.23,1.66,0
20100102:0410,0,0,0,0,0,-3.71,1.66,0
20100102:0510,0,0,0,0,0,-3.47,1.59,0
20100102:0610,0,0,0,0,0,-3.23,1.52,0
20100102:0710,0,0,0,0,0,-3.02,2.21,0
20100102:0810,60.19,27.47,14.12,0.15,2.47,-2.87,2.41,0
20100102:0910,337.16,89.13,77.34,0.87,8.59,-2.3,2.28,0
20100102:1010,218.09,20.47,92.8,0.98,13,-1.22,2.48,0
20100102:1110,226.35,12.3,105.17,1.11,15.33,-0.11,2.83,0
20100102:1210,70.01,0,45.74,0.45,15.36,1.1,3.79,0
20100102:1310,185.75,9.52,93.65,1.1,13.11,1.54,3.72,0
20100102:1410,95.73,0,58.14,0.59,8.77,1.52,3.17,0
20100102:1510,7.99,0,12,0.12,2.69,1.13,3.03,0
20100102:1610,0,0,0,0,0,0.68,2.83,0
20100102:1710,0,0,0,0,0,0.22,3.03,0
20100102:1810,0,0,0,0,0,0.02,3.31,0
20100102:1910,0,0,0,0,0,-0.14,3.72,0
20100102:2010,0,0,0,0,0,-0.19,3.59,0
20100102:2110,0,0,0,0,0,-0.25,3.52,0
20100102:2210,0,0,0,0,0,-0.38,3.45,0
20100102:2310,0,0,0,0,0,-0.45,3.31,0
20100103:0010,0,0,0,0,0,-0.39,2.97,0
20100103:0110,0,0,0,0,0,-0.36,2.41,0
20100103:0210,0,0,0,0,0,-0.56,1.72,0
20100103:0310,0,0,0,0,0,-0.96,1.86,0
20100103:0410,0,0,0,0,0,-1.55,2.69,0
20100103:0510,0,0,0,0,0,-2.55,3.31,0
20100103:0610,0,0,0,0,0,-3.64,3.1,0
20100103:0710,0,0,0,0,0,-4.53,2.83,0
20100103:0810,161.4,72.55,16.95,0.2,2.5,-5.03,2.55,0
20100103:0910,340.83,88.94,77.18,0.87,8.64,-4.97,2.48,0
20100103:1010,125.96,1.86,68.83,0.68,13.06,-4.42,2.48,0
20100103:1110,357.76,50.6,124.25,1.51,15.41,-3.69,2.34,0
20100103:1210,312.33,38.64,119.72,1.53,15.47,-3.04,2.28,0
20100103:1310,208.62,22.63,94.28,1.34,13.22,-2.74,2.07,0
20100103:1410,79.96,0,49.84,0.51,8.89,-2.86,1.86,0
20100103:1510,9.65,0,12.92,0.13,2.82,-3.92,1.45,0
20100103:1610,0,0,0,0,0,-5.82,1.45,0
20100103:1710,0,0,0,0,0,-5.26,1.52,0
20100103:1810,0,0,0,0,0,-6.22,1.66,0
20100103:1910,0,0,0,0,0,-6.12,1.59,0
20100103:2010,0,0,0,0,0,-6.6,1.66,0
20100103:2110,0,0,0,0,0,-6.73,1.59,0
20100103:2210,0,0,0,0,0,-5.05,1.24,0
20100103:2310,0,0,0,0,0,-4.89,0.83,0
20100104:0010,0,0,0,0,0,-5.02,0.62,0
20100104:0110,0,0,0,0,0,-5.12,0.48,0
20100104:0210,0,0,0,0,0,-5.25,0.48,0
20100104:0310,0,0,0,0,0,-6.08,0.83,0
20100104:0410,0,0,0,0,0,-7,1.31,0
20100104:0510,0,0,0,0,0,-6.33,1.59,0
20100104:0610,0,0,0,0,0,-6.06,1.79,0
20100104:0710,0,0,0,0,0,-5.19,1.79,0
20100104:0810,98.41,44.8,15.21,0.17,2.53,-5.06,1.93,0
20100104:0910,290.06,68.67,75.31,0.82,8.7,-4.69,2.41,0
20100104:1010,204.5,14.86,90.91,0.95,13.14,-4.32,2.62,0
20100104:1110,188.6,4.1,94.72,0.96,15.5,-3.72,2.9,0
20100104:1210,85.56,0,52.41,0.52,15.57,-3.04,3.24,0
20100104:1310,81.37,0,50.5,0.5,13.34,-2.73,3.24,0
20100104:1410,101.66,0,59.99,0.61,9.02,-2.52,3.24,0
20100104:1510,1.04,0,6.46,0.07,2.95,-2.71,2.97,0
20100104:1610,0,0,0,0,0,-2.93,3.1,0
20100104:1710,0,0,0,0,0,-2.93,3.24,0
20100104:1810,0,0,0,0,0,-2.7,3.17,0
20100104:1910,0,0,0,0,0,-2.16,3.03,0
20100104:2010,0,0,0,0,0,-2.11,2.9,0
20100104:2110,0,0,0,0,0,-1.89,2.76,0
20100104:2210,0,0,0,0,0,-2,2.69,0
20100104:2310,0,0,0,0,0,-1.9,2.55,0
20100105:0010,0,0,0,0,0,-1.79,2.48,0
20100105:0110,0,0,0,0,0,-1.47,2.34,0
20100105:0210,0,0,0,0,0,-1.13,2.28,0
20100105:0310,0,0,0,0,0,-1.13,2.28,0
20100105:0410,0,0,0,0,0,-1.28,2.28,0
20100105:0510,0,0,0,0,0,-1.36,2.28,0
20100105:0610,0,0,0,0,0,-1.38,2.34,0
20100105:0710,0,0,0,0,0,-1.3,2.48,0
20100105:0810,21.68,8.83,11.95,0.12,2.58,-1.41,2.48,0
20100105:0910,136.2,17.11,59.48,0.61,8.76,-1.3,2.48,0
20100105:1010,102.85,0,60.98,0.6,13.22,-0.84,2.48,0
20100105:1110,325.87,39.65,122.88,1.43,15.6,-0.17,2.83,0
20100105:1210,408.36,103.41,107.42,2,15.69,0.27,3.45,0
20100105:1310,215.34,26.54,95.76,1.41,13.47,0.29,2.76,0
20100105:1410,102.2,0,60.91,0.62,9.16,0.18,2.28,0
20100105:1510,10.81,0,13.84,0.14,3.1,-0.53,2,0
20100105:1610,0,0,0,0,0,-1.71,2.14,0
20100105:1710,0,0,0,0,0,-2.17,2.14,0
20100105:1810,0,0,0,0,0,-2.59,2.14,0
20100105:1910,0,0,0,0,0,-2.66,2.21,0
20100105:2010,0,0,0,0,0,-3.12,2.07,0
20100105:2110,0,0,0,0,0,-3.83,1.86,0
20100105:2210,0,0,0,0,0,-4.68,1.59,0
20100105:2310,0,0,0,0,0,-3.51,1.24,0
20100106:0010,0,0,0,0,0,-2.48,0.9,0
20100106:0110,0,0,0,0,0,-2.67,0.83,0
20100106:0210,0,0,0,0,0,-2.83,0.9,0
20100106:0310,0,0,0,0,0,-2.8,0.97,0
20100106:0410,0,0,0,0,0,-3.21,1.17,0
20100106:0510,0,0,0,0,0,-3.48,1.24,0
20100106:0610,0,0,0,0,0,-4.97,1.45,0
20100106:0710,0,0,0,0,0,-3.97,1.24,0
20100106:0810,58.06,26.07,14.02,0.15,2.63,-5.19,1.38,0
20100106:0910,592.57,201.71,78.21,1.12,8.83,-3.49,1.17,0
20100106:1010,297.48,42.59,105.31,1.18,13.3,-3.01,1.1,0
20100106:1110,167.57,1.37,88.74,0.88,15.71,-2.46,0.83,0
20100106:1210,123.7,0,70.51,0.69,15.81,-1.49,1.1,0
20100106:1310,92.53,0,56.22,0.55,13.61,-0.87,0.9,0
20100106:1410,67.56,0,44.3,0.45,9.3,-0.71,0.55,0
20100106:1510,13.74,0,15.69,0.16,3.25,-0.85,0.41,0
20100106:1610,0,0,0,0,0,-1.17,0.48,0
20100106:1710,0,0,0,0,0,-1.64,0.48,0
20100106:1810,0,0,0,0,0,-2.24,0.83,0
20100106:1910,0,0,0,0,0,-2.69,0.62,0
20100106:2010,0,0,0,0,0,-2.7,0.48,0
20100106:2110,0,0,0,0,0,-2.79,0.48,0
20100106:2210,0,0,0,0,0,-2.89,0.69,0
20100106:2310,0,0,0,0,0,-2.97,0.69,0
20100107:0010,0,0,0,0,0,-2.93,0.55,0
20100107:0110,0,0,0,0,0,-2.93,0.69,0
20100107:0210,0,0,0,0,0,-3.19,1.03,0
20100107:0310,0,0,0,0,0,-4.13,1.1,0
20100107:0410,0,0,0,0,0,-4.56,1.24,0
20100107:0510,0,0,0,0,0,-5.19,1.45,0
20100107:0610,0,0,0,0,0,-5.93,1.52,0
20100107:0710,0,0,0,0,0,-3.73,1.03,0
20100107:0810,117.73,51.19,18,0.2,2.69,-4.45,1.17,0
20100107:0910,380.98,101.84,81.63,0.94,8.9,-5.45,1.45,0
20100107:1010,435.51,92.41,113.54,1.43,13.4,-6.22,1.79,0
20100107:1110,452.43,87.43,129.41,1.77,15.82,-4.45,1.93,0
20100107:1210,143.39,0,79.09,0.78,15.94,-2.45,1.86,0
20100107:1310,111.7,0,64.79,0.64,13.75,-2.2,1.45,0
20100107:1410,93.32,0,56.3,0.57,9.46,-2.07,1.38,0
20100107:1510,15.43,0,16.61,0.17,3.4,-2.92,1.24,0
20100107:1610,0,0,0,0,0,-5.1,1.59,0
20100107:1710,0,0,0,0,0,-6.12,1.72,0
20100107:1810,0,0,0,0,0,-6.12,1.72,0
20100107:1910,0,0,0,0,0,-7.72,1.86,0
20100107:2010,0,0,0,0,0,-8.11,1.86,0
20100107:2110,0,0,0,0,0,-8.51,1.86,0
20100107:2210,0,0,0,0,0,-9.67,2.07,0
20100107:2310,0,0,0,0,0,-10.48,2.28,0
20100108:0010,0,0,0,0,0,-11.9,2.41,0
20100108:0110,0,0,0,0,0,-11.81,2.41,0
20100108:0210,0,0,0,0,0,-11.57,2.34,0
20100108:0310,0,0,0,0,0,-11.26,2.41,0
20100108:0410,0,0,0,0,0,-10.82,2.41,0
20100108:0510,0,0,0,0,0,-9.14,2.55,0
20100108:0610,0,0,0,0,0,-7.59,2.62,0
20100108:0710,0,0,0,0,0,-5.77,2.97,0
20100108:0810,23.04,8.36,12.91,0.13,2.75,-4.69,3.03,0
20100108:0910,97.81,5.63,52.41,0.52,8.98,-4.03,2.97,0
20100108:1010,385.29,71.92,113.23,1.36,13.5,-3.48,3.93,0
20100108:1110,371.36,51.87,128.19,1.56,15.94,-3.43,3.86,0
20100108:1210,369.57,59.94,124.5,1.76,16.08,-3.45,3.86,0
20100108:1310,193.66,7.12,96.2,1.07,13.9,-3.62,4.07,0
20100108:1410,86.48,0,52.6,0.53,9.61,-4.06,4.21,0
20100108:1510,15.57,0,16.61,0.17,3.56,-4.44,4.07,0
20100108:1610,0,0,0,0,0,-4.66,4.34,0
20100108:1710,0,0,0,0,0,-4.66,4.62,0
20100108:1810,0,0,0,0,0,-4.45,4.62,0
20100108:1910,0,0,0,0,0,-3.58,4.41,0
20100108:2010,0,0,0,0,0,-3.39,4.41,0
20100108:2110,0,0,0,0,0,-3.32,4.9,0
20100108:2210,0,0,0,0,0,-3.43,5.03,0
20100108:2310,0,0,0,0,0,-3.52,5.38,0
20100109:0010,0,0,0,0,0,-3.51,5.31,0
20100109:0110,0,0,0,0,0,-3.24,5.31,0
20100109:0210,0,0,0,0,0,-3.11,5.79,0
20100109:0310,0,0,0,0,0,-3.09,5.86,0
20100109:0410,0,0,0,0,0,-3.07,6,0
20100109:0510,0,0,0,0,0,-3.17,6.14,0
20100109:0610,0,0,0,0,0,-3.4,6.14,0
20100109:0710,0,0,0,0,0,-3.39,6.21,0
20100109:0810,150.61,65.46,19.01,0.22,2.83,-3.34,6.28,0
20100109:0910,177.77,28.01,66.54,0.69,9.07,-3.12,5.17,0
20100109:1010,198.4,12.88,90.52,0.94,13.61,-2.78,4.83,0
20100109:1110,87.35,0,53.36,0.52,16.07,-2.3,5.03,0
20100109:1210,91.21,0,55.26,0.54,16.23,-1.8,5.1,0
20100109:1310,139.6,0.6,77.12,0.77,14.06,-1.38,5.59,0
20100109:1410,109.14,0,63.68,0.65,9.78,-1.27,5.17,0
20100109:1510,18.35,0,18.46,0.19,3.73,-1.19,6.41,0
20100109:1610,0,0,0,0,0,-1.23,5.86,0
20100109:1710,0,0,0,0,0,-1.22,5.59,0
20100109:1810,0,0,0,0,0,-1.2,5.38,0
20100109:1910,0,0,0,0,0,-1.15,4.97,0
20100109:2010,0,0,0,0,0,-1.18,4.83,0
20100109:2110,0,0,0,0,0,-1.19,4.62,0
20100109:2210,0,0,0,0,0,-1.33,4.34,0
20100109:2310,0,0,0,0,0,-1.37,4,0
20100110:0010,0,0,0,0,0,-1.44,3.72,0
20100110:0110,0,0,0,0,0,-1.44,3.59,0
20100110:0210,0,0,0,0,0,-1.48,3.59,0
20100110:0310,0,0,0,0,0,-1.48,3.59,0
20100110:0410,0,0,0,0,0,-1.59,3.45,0
20100110:0510,0,0,0,0,0,-1.78,3.24,0
20100110:0610,0,0,0,0,0,-1.87,3.1,0
20100110:0710,0,0,0,0,0,-2.09,2.97,0
20100110:0810,74.38,31.98,16.59,0.18,2.91,-2.17,2.9,0
20100110:0910,128.22,13.92,58.73,0.6,9.17,-1.91,2.62,0
20100110:1010,161,5.5,81.73,0.82,13.73,-1.49,4.34,0
20100110:1110,130.27,0,73.37,0.72,16.21,-1.32,4.07,0
20100110:1210,121.67,0,69.56,0.68,16.38,-1.07,3.24,0
20100110:1310,143.17,0.6,79.02,0.79,14.22,-0.79,3.03,0
20100110:1410,67.7,0,44.3,0.45,9.95,-0.75,3.1,0
20100110:1510,13.76,0,15.69,0.16,3.9,-1.04,2.28,0
20100110:1610,0,0,0,0,0,-1.59,2.07,0
20100110:1710,0,0,0,0,0,-2.03,2.14,0
20100110:1810,0,0,0,0,0,-2.14,2.21,0
20100110:1910,0,0,0,0,0,-2.73,2.21,0
20100110:2010,0,0,0,0,0,-3.26,2.14,0
20100110:2110,0,0,0,0,0,-3.91,2.07,0
20100110:2210,0,0,0,0,0,-4.65,2.14,0
20100110:2310,0,0,0,0,0,-5.02,2.14,0
20100111:0010,0,0,0,0,0,-5.48,2.07,0
20100111:0110,0,0,0,0,0,-5.65,1.79,0
20100111:0210,0,0,0,0,0,-4.36,1.72,0
20100111:0310,0,0,0,0,0,-3.22,1.72,0
20100111:0410,0,0,0,0,0,-2.62,1.72,0
20100111:0510,0,0,0,0,0,-2.19,1.66,0
20100111:0610,0,0,0,0,0,-1.97,1.59,0
20100111:0710,0,0,0,0,0,-1.69,1.66,0
20100111:0810,25.15,7.8,14.85,0.15,2.99,-1.49,1.66,0
20100111:0910,53.22,0,37.16,0.37,9.28,-0.95,1.72,0
20100111:1010,38.24,0,29.54,0.29,13.85,-0.33,2.62,0
20100111:1110,88.21,0,54.31,0.53,16.35,0.09,2.55,0
20100111:1210,141.58,0,79.09,0.78,16.54,0.41,2.69,0
20100111:1310,129.78,0.61,73.31,0.73,14.39,0.35,2.34,0
20100111:1410,22.94,0,21.23,0.22,10.12,0.22,1.86,0
20100111:1510,18.2,0,18.46,0.19,4.08,0.12,1.86,0
20100111:1610,0,0,0,0,0,-0.32,1.66,0
20100111:1710,0,0,0,0,0,-0.49,1.59,0
20100111:1810,0,0,0,0,0,-0.68,1.66,0
20100111:1910,0,0,0,0,0,-0.71,1.72,0
20100111:2010,0,0,0,0,0,-0.81,1.59,0
20100111:2110,0,0,0,0,0,-0.87,1.45,0
20100111:2210,0,0,0,0,0,-0.89,1.38,0
20100111:2310,0,0,0,0,0,-1.14,1.1,0
20100112:0010,0,0,0,0,0,-1.35,0.97,0
20100112:0110,0,0,0,0,0,-1.46,0.9,0
20100112:0210,0,0,0,0,0,-1.49,0.9,0
20100112:0310,0,0,0,0,0,-1.69,0.9,0
20100112:0410,0,0,0,0,0,-1.78,0.83,0
20100112:0510,0,0,0,0,0,-2.11,0.83,0
20100112:0610,0,0,0,0,0,-3.13,1.24,0
20100112:0710,0,0,0,0,0,-4.52,1.72,0
20100112:0810,57.93,22.81,16.99,0.18,3.08,-4.94,1.93,0
20100112:0910,114.77,8.25,57.66,0.58,9.39,-3.81,2.34,0
20100112:1010,229.42,18.24,99.07,1.04,13.98,-2.74,2.48,0
20100112:1110,242.82,10.87,112.63,1.17,16.5,-2.18,2.48,0
20100112:1210,232.75,8.03,111.8,1.17,16.7,-1.58,2.62,0
20100112:1310,164.15,1.84,87.46,0.89,14.57,-1.27,2.76,0
20100112:1410,94.93,0,57.22,0.58,10.3,-0.99,3.17,0
20100112:1510,21.5,0,20.3,0.21,4.26,-0.99,3.66,0
20100112:1610,0,0,0,0,0,-1.21,3.66,0
20100112:1710,0,0,0,0,0,-1.39,3.72,0
20100112:1810,0,0,0,0,0,-1.68,3.72,0
20100112:1910,0,0,0,0,0,-2.39,3.72,0
20100112:2010,0,0,0,0,0,-2.73,3.86,0
20100112:2110,0,0,0,0,0,-3.01,4.07,0
20100112:2210,0,0,0,0,0,-3.04,4.34,0
20100112:2310,0,0,0,0,0,-3.14,4.28,0
20100113:0010,0,0,0,0,0,-3.04,4.21,0
20100113:0110,0,0,0,0,0,-2.77,4.07,0
20100113:0210,0,0,0,0,0,-2.71,4.14,0
20100113:0310,0,0,0,0,0,-2.8,4.28,0
20100113:0410,0,0,0,0,0,-2.97,4.34,0
20100113:0510,0,0,0,0,0,-3.14,4.28,0
20100113:0610,0,0,0,0,0,-3.32,4.14,0
20100113:0710,0,0,0,0,0,-3.28,4,0
20100113:0810,40.97,14.81,16.37,0.17,3.18,-3.21,4,0
20100113:0910,199.02,32.77,71.31,0.75,9.51,-2.81,3.72,0
20100113:1010,190.14,9.09,90.86,0.93,14.12,-2.24,3.72,0
20100113:1110,178.36,1.36,93.5,0.93,16.66,-1.63,3.79,0
20100113:1210,119.59,0,68.6,0.67,16.87,-0.98,3.86,0
20100113:1310,168.07,1.86,89.37,0.91,14.75,-0.54,3.72,0
20100113:1410,126.63,0,71.98,0.73,10.49,-0.43,3.17,0
20100113:1510,23.01,0,21.23,0.22,4.45,-0.21,3.52,0
20100113:1610,0,0,0,0,0,-0.21,3.1,0
20100113:1710,0,0,0,0,0,0.02,2.83,0
20100113:1810,0,0,0,0,0,0.39,2.48,0
20100113:1910,0,0,0,0,0,-0.24,2.34,0
20100113:2010,0,0,0,0,0,0.06,2.28,0
20100113:2110,0,0,0,0,0,0.43,2.28,0
20100113:2210,0,0,0,0,0,0.72,2.21,0
20100113:2310,0,0,0,0,0,0.88,2.14,0
20100114:0010,0,0,0,0,0,0.97,1.93,0
20100114:0110,0,0,0,0,0,0.99,1.79,0
20100114:0210,0,0,0,0,0,1.02,1.72,0
20100114:0310,0,0,0,0,0,1.01,1.72,0
20100114:0410,0,0,0,0,0,0.87,1.79,0
20100114:0510,0,0,0,0,0,0.87,1.79,0
20100114:0610,0,0,0,0,0,0.81,1.93,0
20100114:0710,0,0,0,0,0,0.85,2.41,0
20100114:0810,58.06,21.61,19,0.2,3.29,0.93,2.48,0
20100114:0910,380.46,100.32,86.89,1,9.63,1.16,2.34,0
20100114:1010,557.85,146.69,120.64,1.72,14.27,1.79,2.21,0
20100114:1110,530.94,124.65,133.75,2.04,16.82,2.5,2.34,0
20100114:1210,430.48,94.49,124.84,2.07,17.05,2.73,2.28,0
20100114:1310,257.97,58.69,92.4,1.86,14.94,3.04,2.48,0
20100114:1410,106.76,0,63.68,0.65,10.68,2.88,2.55,0
20100114:1510,29.21,0,24.92,0.25,4.64,2.3,2.69,0
20100114:1610,0,0,0,0,0,1.12,2.83,0
20100114:1710,0,0,0,0,0,0.37,2.83,0
20100114:1810,0,0,0,0,0,-0.12,2.62,0
20100114:1910,0,0,0,0,0,-0.35,2.34,0
20100114:2010,0,0,0,0,0,-0.93,2.21,0
20100114:2110,0,0,0,0,0,-1.48,2.14,0
20100114:2210,0,0,0,0,0,-1.92,2.07,0
20100114:2310,0,0,0,0,0,-2.64,2.07,0
20100115:0010,0,0,0,0,0,-3.52,2,0
20100115:0110,0,0,0,0,0,-4.38,1.86,0
20100115:0210,0,0,0,0,0,-4.87,1.79,0
20100115:0310,0,0,0,0,0,-4.78,1.72,0
20100115:0410,0,0,0,0,0,-4.55,1.66,0
20100115:0510,0,0,0,0,0,-4.63,1.59,0
20100115:0610,0,0,0,0,0,-4.42,1.52,0
20100115:0710,0,0,0,0,0,-4.12,1.66,0
20100115:0810,43.5,14.01,18.34,0.19,3.41,-4.01,1.66,0
20100115:0910,113.46,8.07,57.57,0.58,9.76,-2.63,1.45,0
20100115:1010,117.78,0,67.65,0.67,14.42,-1.86,1.66,0
20100115:1110,215.39,5.41,107.24,1.09,16.99,0.81,2,0
20100115:1210,303.23,24.14,130.66,1.5,17.24,2.36,2.14,0
20100115:1310,151.08,0.63,83.79,0.83,15.13,2.7,1.86,0
20100115:1410,105.75,0.05,63.2,0.66,10.88,2.73,1.72,0
20100115:1510,30.85,0,25.84,0.26,4.84,2.41,1.66,0
20100115:1610,0,0,0,0,0,2.18,1.79,0
20100115:1710,0,0,0,0,0,1.98,1.86,0
20100115:1810,0,0,0,0,0,2.01,1.93,0
20100115:1910,0,0,0,0,0,1.32,1.86,0
20100115:2010,0,0,0,0,0,1.36,2,0
20100115:2110,0,0,0,0,0,1.31,2,0
20100115:2210,0,0,0,0,0,1.29,1.93,0
20100115:2310,0,0,0,0,0,1.29,2,0
20100116:0010,0,0,0,0,0,1.17,2,0
20100116:0110,0,0,0,0,0,1.04,2.07,0
20100116:0210,0,0,0,0,0,0.88,2.41,0
20100116:0310,0,0,0,0,0,0.57,2.55,0
20100116:0410,0,0,0,0,0,0.26,2.55,0
20100116:0510,0,0,0,0,0,-0.05,2.76,0
20100116:0610,0,0,0,0,0,-0.05,3.1,0
20100116:0710,0,0,0,0,0,0.26,3.31,0
20100116:0810,121.02,47.63,23.55,0.25,3.53,0.02,3.1,0
20100116:0910,287.01,61.4,83.14,0.91,9.9,0.19,2.97,0
20100116:1010,286.56,32.35,111.99,1.22,14.58,0.91,2.76,0
20100116:1110,179.6,1.35,95.4,0.95,17.17,1.77,3.17,0
20100116:1210,165.61,1.01,89.6,0.89,17.43,2.11,3.38,0
20100116:1310,89.28,0,55.26,0.54,15.33,2.35,3.66,0
20100116:1410,125.36,0.3,72.16,0.82,11.08,2.61,3.59,0
20100116:1510,32.51,0,26.76,0.27,5.04,2.7,3.45,0
20100116:1610,0,0,0,0,0,2.34,3.52,0
20100116:1710,0,0,0,0,0,1.77,3.1,0
20100116:1810,0,0,0,0,0,1.59,2.97,0
20100116:1910,0,0,0,0,0,1.31,3.17,0
20100116:2010,0,0,0,0,0,1.07,3.38,0
20100116:2110,0,0,0,0,0,0.98,3.24,0
20100116:2210,0,0,0,0,0,1.32,2.97,0
20100116:2310,0,0,0,0,0,1.91,2.62,0
20100117:0010,0,0,0,0,0,2.44,2.55,0
20100117:0110,0,0,0,0,0,2.89,2.48,0
20100117:0210,0,0,0,0,0,3.2,2.28,0
20100117:0310,0,0,0,0,0,3.26,2.07,0
20100117:0410,0,0,0,0,0,3.27,1.79,0
20100117:0510,0,0,0,0,0,2.97,1.52,0
20100117:0610,0,0,0,0,0,2.89,1.59,0
20100117:0710,0,0,0,0,0,3.04,2.34,0
20100117:0810,0.2,0,5.72,0.06,3.65,3.67,2.76,0
20100117:0910,523.78,161.51,91.9,1.19,10.05,4.25,3.66,0
20100117:1010,68.65,0,45.74,0.45,14.74,5.11,4.76,0
20100117:1110,121.94,0,71.46,0.7,17.36,5.67,4.9,0
20100117:1210,310.42,26.17,133.62,1.55,17.63,6.07,4.76,0
20100117:1310,238.7,15.33,114.47,1.37,15.54,6.5,4.34,0
20100117:1410,96.7,3.11,58.92,1.31,11.29,6.38,4.14,0
20100117:1510,30.31,0,25.84,0.26,5.25,5.78,4,0
20100117:1610,0,0,0,0,0,4.92,3.66,0
20100117:1710,0,0,0,0,0,4.14,3.38,0
20100117:1810,0,0,0,0,0,3.56,3.31,0
20100117:1910,0,0,0,0,0,3.94,3.1,0
20100117:2010,0,0,0,0,0,3.59,2.9,0
20100117:2110,0,0,0,0,0,3.14,2.83,0
20100117:2210,0,0,0,0,0,2.91,2.9,0
20100117:2310,0,0,0,0,0,2.62,2.9,0
20100118:0010,0,0,0,0,0,2.61,2.69,0
20100118:0110,0,0,0,0,0,2.34,2.55,0
20100118:0210,0,0,0,0,0,2.17,2.55,0
20100118:0310,0,0,0,0,0,1.8,2.55,0
20100118:0410,0,0,0,0,0,1.26,2.55,0
20100118:0510,0,0,0,0,0,0.84,2.48,0
20100118:0610,0,0,0,0,0,0.5,2.48,0
20100118:0710,0,0,0,0,0,1.51,2.41,0
20100118:0810,59.35,19.25,21.9,0.22,3.79,1.36,2.48,0
20100118:0910,108.25,5.25,58.98,0.59,10.2,1.9,2.48,0
20100118:1010,46.7,0,34.3,0.34,14.92,2.77,3.03,0
20100118:1110,27.03,0,23.82,0.23,17.55,3.6,3.17,0
20100118:1210,165.96,0,91.47,0.9,17.83,4.39,3.52,0
20100118:1310,249.34,18.66,116.04,1.43,15.75,5.01,4,0
20100118:1410,37.15,0,29.54,0.29,11.51,5.11,2.62,0
20100118:1510,14.71,0,16.61,0.17,5.46,5.18,2.69,0
20100118:1610,0,0,0,0,0,5.02,2.76,0
20100118:1710,0,0,0,0,0,4.92,2.83,0
20100118:1810,0,0,0,0,0,4.89,2.83,0
20100118:1910,0,0,0,0,0,4.43,2.9,0
20100118:2010,0,0,0,0,0,4.4,2.76,0
20100118:2110,0,0,0,0,0,4.38,2.55,0
20100118:2210,0,0,0,0,0,4.39,2.48,0
20100118:2310,0,0,0,0,0,4.44,2.48,0
20100119:0010,0,0,0,0,0,4.54,2.62,0
20100119:0110,0,0,0,0,0,4.67,2.76,0
20100119:0210,0,0,0,0,0,4.72,2.76,0
20100119:0310,0,0,0,0,0,4.54,2.55,0
20100119:0410,0,0,0,0,0,4.47,2.34,0
20100119:0510,0,0,0,0,0,4.52,2.14,0
20100119:0610,0,0,0,0,0,4.34,1.93,0
20100119:0710,0,0,0,0,0,3.85,1.59,0
20100119:0810,57.46,18.68,21.84,0.22,3.93,3.63,1.38,0
20100119:0910,106.96,5.2,58.96,0.59,10.36,3.73,1.1,0
20100119:1010,132.73,0,76.23,0.75,15.1,4.06,1.45,0
20100119:1110,100.17,0,60.98,0.6,17.74,4.24,1.03,0
20100119:1210,116.09,0,68.6,0.67,18.05,4.46,0.9,0
20100119:1310,70.53,0,46.69,0.46,15.97,4.72,0.97,0
20100119:1410,53.54,0,38.11,0.37,11.73,4.61,1.1,0
20100119:1510,32.17,0,26.76,0.27,5.68,4.45,1.03,0
20100119:1610,0,0,0,0,0,4.09,0.83,0
20100119:1710,0,0,0,0,0,3.73,0.76,0
20100119:1810,0,0,0,0,0,3.43,0.76,0
20100119:1910,0,0,0,0,0,3.57,0.69,0
20100119:2010,0,0,0,0,0,3.09,0.97,0
20100119:2110,0,0,0,0,0,2.92,0.97,0
20100119:2210,0,0,0,0,0,2.82,1.24,0
20100119:2310,0,0,0,0,0,2.72,1.24,0
