time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20100101:0011,0,0,0,0,0,0,5.31,0
20100101:0111,0,0,0,0,0,-0.17,5.1,0
20100101:0211,0,0,0,0,0,-0.24,4.9,0
20100101:0311,0,0,0,0,0,-0.49,4.55,0
20100101:0411,0,0,0,0,0,-0.73,4.34,0
20100101:0511,0,0,0,0,0,-1.22,4.14,0
20100101:0611,0,0,0,0,0,-1.49,3.86,0
20100101:0711,0,0,0,0,0,-1.44,3.72,0
20100101:0811,0,0,0,0,0,-1.79,3.52,0
20100101:0911,671.58,222.71,82.8,2.81,7.46,-1.54,3.59,0
20100101:1011,322.28,63.81,90.35,3.08,11.52,-0.74,3.72,0
20100101:1111,883.57,247.75,146.06,5.04,13.56,-0.07,4.07,0
20100101:1211,799.9,215.35,142.22,4.72,13.41,0.16,4.14,0
20100101:1311,841.39,248.68,127.16,3.98,11.09,0.09,4.07,0
20100101:1411,644.33,207.1,84.49,2.23,6.79,-0.32,3.66,0
20100101:1511,0,0,0,0,0,-1.03,3.31,0
20100101:1611,0,0,0,0,0,-1.76,2.97,0
20100101:1711,0,0,0,0,0,-2.23,2.62,0
20100101:1811,0,0,0,0,0,-2.49,2.28,0
20100101:1911,0,0,0,0,0,-3.04,2.14,0
20100101:2011,0,0,0,0,0,-3.78,1.79,0
20100101:2111,0,0,0,0,0,-4.19,1.45,0
20100101:2211,0,0,0,0,0,-3.57,0.97,0
20100101:2311,0,0,0,0,0,-3.45,0.62,0
20100102:0011,0,0,0,0,0,-4.09,0.76,0
20100102:0111,0,0,0,0,0,-5.43,1.24,0
20100102:0211,0,0,0,0,0,-5.63,1.24,0
20100102:0311,0,0,0,0,0,-5.5,1.38,0
20100102:0411,0,0,0,0,0,-5.21,1.59,0
20100102:0511,0,0,0,0,0,-4.82,1.79,0
20100102:0611,0,0,0,0,0,-4.15,2,0
20100102:0711,0,0,0,0,0,-4,2.21,0
20100102:0811,0,0,0,0,0,-3.87,2.41,0
20100102:0911,21.48,0,19.61,0.67,7.5,-3.36,2.34,0
20100102:1011,106.24,3.53,56.95,1.96,11.58,-2.8,2.48,0
20100102:1111,76.21,0,46.9,1.61,13.64,-2.3,2.62,0
20100102:1211,94.66,0,55.43,1.9,13.51,-1.97,2.69,0
20100102:1311,63.44,0,40.93,1.41,11.2,-2.13,2.76,0
20100102:1411,37.37,0,28.14,0.97,6.91,-2.22,2.76,0
20100102:1511,0,0,0,0,0,-2.52,2.76,0
20100102:1611,0,0,0,0,0,-2.76,2.9,0
20100102:1711,0,0,0,0,0,-2.74,3.1,0
20100102:1811,0,0,0,0,0,-2.65,3.31,0
20100102:1911,0,0,0,0,0,-3.37,3.24,0
20100102:2011,0,0,0,0,0,-3.71,3.24,0
20100102:2111,0,0,0,0,0,-4.12,3.17,0
20100102:2211,0,0,0,0,0,-4.77,3.03,0
20100102:2311,0,0,0,0,0,-5.74,2.76,0
20100103:0011,0,0,0,0,0,-6.64,2.21,0
20100103:0111,0,0,0,0,0,-7.72,1.52,0
20100103:0211,0,0,0,0,0,-7.24,1.38,0
20100103:0311,0,0,0,0,0,-8.93,1.79,0
20100103:0411,0,0,0,0,0,-11.1,2.41,0
20100103:0511,0,0,0,0,0,-11.91,2.9,0
20100103:0611,0,0,0,0,0,-11.51,3.03,0
20100103:0711,0,0,0,0,0,-11.84,2.62,0
20100103:0811,0,0,0,0,0,-11.5,2.48,0
20100103:0911,30.55,0,23.88,0.82,7.55,-10.81,2.48,0
20100103:1011,71.37,0,43.49,1.49,11.64,-9.44,2,0
20100103:1111,277.61,37.43,94.36,3.25,13.72,-7.48,1.66,0
20100103:1211,131.37,3.6,67.21,2.31,13.61,-5.95,1.31,0
20100103:1311,373.96,80.11,93.35,3.05,11.31,-5.33,1.03,0
20100103:1411,274.59,73.03,59.07,1.76,7.04,-5.54,0.97,0
20100103:1511,0,0,0,0,0,-6.26,1.24,0
20100103:1611,0,0,0,0,0,-6.55,1.1,0
20100103:1711,0,0,0,0,0,-7.62,0.62,0
20100103:1811,0,0,0,0,0,-9.52,0.55,0
20100103:1911,0,0,0,0,0,-12.19,1.72,0
20100103:2011,0,0,0,0,0,-12.52,1.79,0
20100103:2111,0,0,0,0,0,-11.92,2.14,0
20100103:2211,0,0,0,0,0,-11.4,2.34,0
20100103:2311,0,0,0,0,0,-10.62,2.62,0
20100104:0011,0,0,0,0,0,-10.49,2.97,0
20100104:0111,0,0,0,0,0,-9.59,3.38,0
20100104:0211,0,0,0,0,0,-8.64,3.93,0
20100104:0311,0,0,0,0,0,-7.67,4.07,0
20100104:0411,0,0,0,0,0,-7.09,4.07,0
20100104:0511,0,0,0,0,0,-6.84,4.07,0
20100104:0611,0,0,0,0,0,-6.32,4.14,0
20100104:0711,0,0,0,0,0,-4.68,4.83,0
20100104:0811,0,0,0,0,0,-4.38,4.9,0
20100104:0911,151.63,29.29,51.25,1.73,7.61,-4.05,5.03,0
20100104:1011,26.19,0,22.17,0.76,11.72,-3.51,5.17,0
20100104:1111,129.13,3.38,67.15,2.31,13.82,-2.69,5.24,0
20100104:1211,52.8,0,35.82,1.23,13.72,-2.01,5.03,0
20100104:1311,70.48,0,44.34,1.52,11.44,-1.35,4.69,0
20100104:1411,32.22,0,25.58,0.88,7.17,-1,4.28,0
20100104:1511,0,0,0,0,0,-1,3.66,0
20100104:1611,0,0,0,0,0,-1.14,3.31,0
20100104:1711,0,0,0,0,0,-1.31,3.03,0
20100104:1811,0,0,0,0,0,-1.67,2.9,0
20100104:1911,0,0,0,0,0,-0.7,3.52,0
20100104:2011,0,0,0,0,0,-0.62,3.59,0
20100104:2111,0,0,0,0,0,-0.8,3.59,0
20100104:2211,0,0,0,0,0,-0.68,3.59,0
20100104:2311,0,0,0,0,0,-0.77,3.59,0
20100105:0011,0,0,0,0,0,-0.65,3.72,0
20100105:0111,0,0,0,0,0,-0.7,3.86,0
20100105:0211,0,0,0,0,0,-0.82,3.93,0
20100105:0311,0,0,0,0,0,-0.92,3.93,0
20100105:0411,0,0,0,0,0,-0.83,3.93,0
20100105:0511,0,0,0,0,0,-0.66,3.93,0
20100105:0611,0,0,0,0,0,-0.48,3.93,0
20100105:0711,0,0,0,0,0,-0.62,3.93,0
20100105:0811,0,0,0,0,0,-0.66,4.14,0
20100105:0911,333.11,91.19,69.39,2.26,7.68,-0.45,4.28,0
20100105:1011,459.54,107.17,105.14,3.57,11.8,-0.29,4.41,0
20100105:1111,294.05,43.68,98.57,3.4,13.92,0.04,4.48,0
20100105:1211,131.61,3.55,68.91,2.37,13.84,0.26,4.48,0
20100105:1311,244.63,41.39,80.07,2.69,11.57,0.38,4.28,0
20100105:1411,285.94,76.56,62.88,1.87,7.31,0.37,4,0
20100105:1511,0,0,0,0,0,0.24,3.86,0
20100105:1611,0,0,0,0,0,0.21,3.86,0
20100105:1711,0,0,0,0,0,0.11,3.79,0
20100105:1811,0,0,0,0,0,-0.17,3.93,0
20100105:1911,0,0,0,0,0,-0.7,3.86,0
20100105:2011,0,0,0,0,0,-0.92,3.86,0
20100105:2111,0,0,0,0,0,-1.23,3.79,0
20100105:2211,0,0,0,0,0,-1.72,3.86,0
20100105:2311,0,0,0,0,0,-2.33,3.86,0
20100106:0011,0,0,0,0,0,-2.85,3.72,0
20100106:0111,0,0,0,0,0,-3.08,3.59,0
20100106:0211,0,0,0,0,0,-3.47,3.45,0
20100106:0311,0,0,0,0,0,-3.7,3.45,0
20100106:0411,0,0,0,0,0,-3.57,3.66,0
20100106:0511,0,0,0,0,0,-3.68,3.72,0
20100106:0611,0,0,0,0,0,-3.71,3.66,0
20100106:0711,0,0,0,0,0,-3.05,3.45,0
20100106:0811,0,0,0,0,0,-2.99,3.52,0
20100106:0911,393.13,110.79,73.91,2.4,7.75,-2.86,3.52,0
20100106:1011,357.52,72.06,95.96,3.28,11.89,-2.37,3.38,0
20100106:1111,332.25,53.38,103.78,3.57,14.03,-2.27,3.31,0
20100106:1211,74.28,0,46.05,1.58,13.96,-1.88,3.72,0
20100106:1311,9.82,0,12.79,0.44,11.7,-1.65,3.86,0
20100106:1411,8.51,0,11.94,0.41,7.45,-1.77,4,0
20100106:1511,0,0,0,0,0,-1.74,4.07,0
20100106:1611,0,0,0,0,0,-1.79,3.93,0
20100106:1711,0,0,0,0,0,-1.7,3.79,0
20100106:1811,0,0,0,0,0,-1.9,3.72,0
20100106:1911,0,0,0,0,0,-1.53,3.1,0
20100106:2011,0,0,0,0,0,-1.84,3.17,0
20100106:2111,0,0,0,0,0,-2.11,3.17,0
20100106:2211,0,0,0,0,0,-2.6,3.17,0
20100106:2311,0,0,0,0,0,-3.08,3.17,0
20100107:0011,0,0,0,0,0,-3.53,3.1,0
20100107:0111,0,0,0,0,0,-3.57,2.97,0
20100107:0211,0,0,0,0,0,-3.85,2.9,0
20100107:0311,0,0,0,0,0,-3.82,2.83,0
20100107:0411,0,0,0,0,0,-4.17,2.62,0
20100107:0511,0,0,0,0,0,-4.47,2.55,0
20100107:0611,0,0,0,0,0,-4.53,2.55,0
20100107:0711,0,0,0,0,0,-4.75,2.14,0
20100107:0811,0,0,0,0,0,-5.25,2,0
20100107:0911,107.21,16.24,44.35,1.52,7.83,-5.76,1.79,0
20100107:1011,55.28,0,36.67,1.26,11.99,-4.9,1.59,0
20100107:1111,46.35,0,32.4,1.11,14.14,-4.42,1.45,0
20100107:1211,80.4,0,48.61,1.67,14.09,-3.76,1.38,0
20100107:1311,35.91,0,27.29,0.94,11.85,-3.45,1.03,0
20100107:1411,37.57,0,28.14,0.97,7.6,-3.32,0.97,0
20100107:1511,0,0,0,0,0,-3.63,1.31,0
20100107:1611,0,0,0,0,0,-4.62,1.86,0
20100107:1711,0,0,0,0,0,-5.57,2.07,0
20100107:1811,0,0,0,0,0,-6.34,2.07,0
20100107:1911,0,0,0,0,0,-7.53,2,0
20100107:2011,0,0,0,0,0,-8.75,1.79,0
20100107:2111,0,0,0,0,0,-9.03,1.38,0
20100107:2211,0,0,0,0,0,-8.45,1.03,0
20100107:2311,0,0,0,0,0,-9.33,0.69,0
20100108:0011,0,0,0,0,0,-10.17,0.28,0
20100108:0111,0,0,0,0,0,-10.27,0.55,0
20100108:0211,0,0,0,0,0,-11.02,1.1,0
20100108:0311,0,0,0,0,0,-11.61,1.72,0
20100108:0411,0,0,0,0,0,-11.45,1.93,0
20100108:0511,0,0,0,0,0,-10.58,1.66,0
20100108:0611,0,0,0,0,0,-9.86,1.52,0
20100108:0711,0,0,0,0,0,-10.21,1.45,0
20100108:0811,0,0,0,0,0,-9.98,1.24,0
20100108:0911,340.5,88.27,70.37,2.31,7.92,-9.64,1.1,0
20100108:1011,330.44,60.77,92.77,3.19,12.1,-8.21,1.38,0
20100108:1111,290.8,39.44,98.2,3.4,14.27,-6.72,1.72,0
20100108:1211,247.98,27.76,92.73,3.19,14.23,-5.27,1.86,0
20100108:1311,309.11,56.2,90.24,3.02,11.99,-4.38,2.34,0
20100108:1411,321.58,83.83,68.33,2.05,7.76,-3.87,2.9,0
20100108:1511,0,0,0,0,0,-3.86,3.03,0
20100108:1611,0,0,0,0,0,-4.01,3.45,0
20100108:1711,0,0,0,0,0,-4.18,3.86,0
20100108:1811,0,0,0,0,0,-3.86,4.34,0
20100108:1911,0,0,0,0,0,-3.65,5.1,0
20100108:2011,0,0,0,0,0,-3.36,5.45,0
20100108:2111,0,0,0,0,0,-3.29,5.79,0
20100108:2211,0,0,0,0,0,-3.41,6.21,0
20100108:2311,0,0,0,0,0,-3.81,6.34,0
20100109:0011,0,0,0,0,0,-4.32,6.21,0
20100109:0111,0,0,0,0,0,-4.54,6.14,0
20100109:0211,0,0,0,0,0,-4.89,5.93,0
20100109:0311,0,0,0,0,0,-4.86,6.07,0
20100109:0411,0,0,0,0,0,-4.71,6.21,0
20100109:0511,0,0,0,0,0,-4.45,6.41,0
20100109:0611,0,0,0,0,0,-4.05,6.76,0
20100109:0711,0,0,0,0,0,-3.01,6.9,0
20100109:0811,0,0,0,0,0,-2.42,7.38,0
20100109:0911,210.38,47.57,59.12,1.99,8.01,-1.82,7.86,0
20100109:1011,269.55,43.5,87.37,3.02,12.21,-1.48,8.21,0
20100109:1111,817.36,211.93,147.12,5.13,14.4,-1.23,8.69,0
20100109:1211,213.3,20.65,86.47,2.99,14.38,-1.04,8.9,0
20100109:1311,266.43,43.68,85.91,2.9,12.15,-0.96,8.83,0
20100109:1411,40.52,0,29.85,1.03,7.92,-0.92,8.76,0
20100109:1511,0,0,0,0,0,-0.93,8.62,0
20100109:1611,0,0,0,0,0,-0.88,8.48,0
20100109:1711,0,0,0,0,0,-0.79,8.48,0
20100109:1811,0,0,0,0,0,-0.75,8.55,0
20100109:1911,0,0,0,0,0,-0.8,8.97,0
20100109:2011,0,0,0,0,0,-0.8,9.03,0
20100109:2111,0,0,0,0,0,-0.73,9.03,0
20100109:2211,0,0,0,0,0,-0.73,9.03,0
20100109:2311,0,0,0,0,0,-0.69,8.97,0
20100110:0011,0,0,0,0,0,-0.59,8.9,0
20100110:0111,0,0,0,0,0,-0.46,8.69,0
20100110:0211,0,0,0,0,0,-0.29,8.48,0
20100110:0311,0,0,0,0,0,-0.16,8.21,0
20100110:0411,0,0,0,0,0,-0.1,7.93,0
20100110:0511,0,0,0,0,0,-0.14,7.66,0
20100110:0611,0,0,0,0,0,-0.13,7.24,0
20100110:0711,0,0,0,0,0,0.12,7.79,0
20100110:0811,0,0,0,0,0,0.13,7.52,0
20100110:0911,544.81,168.28,82.58,2.81,8.11,0.24,7.38,0
20100110:1011,41.94,0,30.7,1.05,12.33,0.38,7.1,0
20100110:1111,264.19,32.33,97.24,3.37,14.53,0.49,6.69,0
20100110:1211,43.57,0,31.55,1.08,14.53,0.52,6.48,0
20100110:1311,105.82,3.93,57,1.96,12.31,0.55,6.34,0
20100110:1411,36.88,0,28.14,0.97,8.09,0.51,6.14,0
20100110:1511,0,0,0,0,0,0.33,5.86,0
20100110:1611,0,0,0,0,0,0.07,5.52,0
20100110:1711,0,0,0,0,0,-0.18,5.45,0
20100110:1811,0,0,0,0,0,-0.38,5.24,0
20100110:1911,0,0,0,0,0,0.34,5.86,0
20100110:2011,0,0,0,0,0,0.39,5.79,0
20100110:2111,0,0,0,0,0,0.44,5.79,0
20100110:2211,0,0,0,0,0,0.5,6.07,0
20100110:2311,0,0,0,0,0,0.48,6.21,0
20100111:0011,0,0,0,0,0,0.37,6.34,0
20100111:0111,0,0,0,0,0,0.21,6.34,0
20100111:0211,0,0,0,0,0,0.06,6.14,0
20100111:0311,0,0,0,0,0,0,5.79,0
20100111:0411,0,0,0,0,0,-0.06,5.52,0
20100111:0511,0,0,0,0,0,-0.14,5.38,0
20100111:0611,0,0,0,0,0,-0.19,5.17,0
20100111:0711,0,0,0,0,0,-0.29,5.24,0
20100111:0811,0,0,0,0,0,-0.29,5.03,0
20100111:0911,135.16,23.17,51.23,1.76,8.22,-0.12,5.1,0
20100111:1011,40.3,0,29.85,1.03,12.45,0.06,5.17,0
20100111:1111,75.34,0,46.9,1.61,14.68,0.31,5.1,0
20100111:1211,55.6,0,37.52,1.29,14.69,0.51,4.83,0
20100111:1311,40.18,0,29.85,1.03,12.48,0.6,4.62,0
20100111:1411,373.17,100.47,76,2.28,8.27,0.65,4.55,0
20100111:1511,0,0,0,0,0,0.62,4.48,0
20100111:1611,0,0,0,0,0,0.47,4.41,0
20100111:1711,0,0,0,0,0,0.41,4.48,0
20100111:1811,0,0,0,0,0,0.45,4.69,0
20100111:1911,0,0,0,0,0,0.19,3.93,0
20100111:2011,0,0,0,0,0,0.04,4,0
20100111:2111,0,0,0,0,0,-0.13,4.07,0
20100111:2211,0,0,0,0,0,-0.49,4,0
20100111:2311,0,0,0,0,0,-0.6,3.66,0
20100112:0011,0,0,0,0,0,-0.54,3.52,0
20100112:0111,0,0,0,0,0,-0.65,3.24,0
20100112:0211,0,0,0,0,0,-0.58,3.1,0
20100112:0311,0,0,0,0,0,-0.62,2.9,0
20100112:0411,0,0,0,0,0,-0.75,2.83,0
20100112:0511,0,0,0,0,0,-0.96,2.97,0
20100112:0611,0,0,0,0,0,-1.32,3.03,0
20100112:0711,0,0,0,0,0,-1.61,2.9,0
20100112:0811,0.69,0,5.97,0.21,2.4,-2.04,3.38,0
20100112:0911,440.67,125.65,79.08,2.67,8.34,-2.66,4.21,0
20100112:1011,399.83,81.29,103.33,3.57,12.59,-3.36,4.48,0
20100112:1111,489.25,95.31,125.52,4.33,14.83,-3.88,4.62,0
20100112:1211,396.82,66.95,115.3,3.95,14.85,-4.19,4.69,0
20100112:1311,111.9,3.84,58.69,2.02,12.66,-4.39,4.41,0
20100112:1411,70.18,5.19,38.49,1.32,8.45,-4.64,4.34,0
20100112:1511,30.5,14.12,10.32,0.35,2.55,-5.23,4.48,0
20100112:1611,0,0,0,0,0,-5.76,4.9,0
20100112:1711,0,0,0,0,0,-5.92,5.45,0
20100112:1811,0,0,0,0,0,-6.09,5.86,0
20100112:1911,0,0,0,0,0,-5.25,5.93,0
20100112:2011,0,0,0,0,0,-5.44,5.66,0
20100112:2111,0,0,0,0,0,-5.45,5.45,0
20100112:2211,0,0,0,0,0,-5.52,5.52,0
20100112:2311,0,0,0,0,0,-5.8,5.72,0
20100113:0011,0,0,0,0,0,-6.02,6.07,0
20100113:0111,0,0,0,0,0,-6.11,6.28,0
20100113:0211,0,0,0,0,0,-6,6.28,0
20100113:0311,0,0,0,0,0,-5.81,6.14,0
20100113:0411,0,0,0,0,0,-5.58,6.21,0
20100113:0511,0,0,0,0,0,-5.25,6.28,0
20100113:0611,0,0,0,0,0,-5,6.41,0
20100113:0711,0,0,0,0,0,-4.38,6.55,0
20100113:0811,15.72,8.07,8.95,0.32,2.51,-4.36,6.28,0
20100113:0911,224.34,48.79,62.88,2.14,8.46,-4.23,6.07,0
20100113:1011,106.12,3.22,56.83,1.96,12.73,-3.93,6.14,0
20100113:1111,103.29,0,58.84,2.02,14.99,-3.71,6.48,0
20100113:1211,253.58,26.52,96.6,3.34,15.03,-3.43,6.34,0
20100113:1311,232.15,30.33,83.99,2.87,12.84,-3.13,6.14,0
20100113:1411,929.7,300.39,106.52,3.22,8.63,-2.86,6.14,0
20100113:1511,90.79,39.59,14.19,0.47,2.74,-2.9,5.93,0
20100113:1611,0,0,0,0,0,-3.04,5.93,0
20100113:1711,0,0,0,0,0,-3.05,6,0
20100113:1811,0,0,0,0,0,-3.04,5.93,0
20100113:1911,0,0,0,0,0,-3.54,5.66,0
20100113:2011,0,0,0,0,0,-3.58,5.59,0
20100113:2111,0,0,0,0,0,-3.49,5.45,0
20100113:2211,0,0,0,0,0,-3.36,5.24,0
20100113:2311,0,0,0,0,0,-3.26,5.03,0
20100114:0011,0,0,0,0,0,-3.1,4.9,0
20100114:0111,0,0,0,0,0,-2.97,4.76,0
20100114:0211,0,0,0,0,0,-2.79,4.62,0
20100114:0311,0,0,0,0,0,-2.63,4.48,0
20100114:0411,0,0,0,0,0,-2.56,4.14,0
20100114:0511,0,0,0,0,0,-2.34,3.86,0
20100114:0611,0,0,0,0,0,-2.1,3.72,0
20100114:0711,0,0,0,0,0,-1.95,3.72,0
20100114:0811,3.7,0,8.53,0.29,2.62,-1.62,3.59,0
20100114:0911,151.21,25.88,55.36,1.9,8.59,-1.25,3.31,0
20100114:1011,45.53,0,32.4,1.11,12.88,-0.79,2.9,0
20100114:1111,88.39,0,52.87,1.82,15.15,-0.44,2.76,0
20100114:1211,90.1,0,53.72,1.85,15.21,-0.13,2.76,0
20100114:1311,55.7,0,37.52,1.29,13.03,0,2.83,0
20100114:1411,50.47,0,34.96,1.2,8.83,0.1,2.76,0
20100114:1511,2.58,0,7.67,0.26,2.93,0.07,2.9,0
20100114:1611,0,0,0,0,0,-0.25,3.03,0
20100114:1711,0,0,0,0,0,-0.46,3.17,0
20100114:1811,0,0,0,0,0,-0.71,3.17,0
20100114:1911,0,0,0,0,0,-1.1,3.31,0
20100114:2011,0,0,0,0,0,-1.46,3.1,0
20100114:2111,0,0,0,0,0,-1.63,2.9,0
20100114:2211,0,0,0,0,0,-1.89,2.76,0
20100114:2311,0,0,0,0,0,-2.3,2.62,0
20100115:0011,0,0,0,0,0,-2.1,2.55,0
20100115:0111,0,0,0,0,0,-2.44,2.62,0
20100115:0211,0,0,0,0,0,-2.57,2.76,0
20100115:0311,0,0,0,0,0,-2.82,2.9,0
20100115:0411,0,0,0,0,0,-2.99,2.97,0
20100115:0511,0,0,0,0,0,-3.1,2.97,0
20100115:0611,0,0,0,0,0,-3.32,2.83,0
20100115:0711,0,0,0,0,0,-2.67,2.62,0
20100115:0811,1.64,0,6.82,0.23,2.74,-2.51,2.34,0
20100115:0911,535.88,160.19,86.65,3.02,8.72,-2.4,2.14,0
20100115:1011,68.72,0,43.49,1.49,13.03,-1.78,2.14,0
20100115:1111,61.36,0,40.08,1.38,15.33,-1.22,2.34,0
20100115:1211,59.42,0,39.23,1.35,15.39,-0.72,2.34,0
20100115:1311,281.55,44.39,92.8,3.16,13.22,-0.39,2,0
20100115:1411,21.13,0,19.61,0.67,9.02,-0.47,2.28,0
20100115:1511,26.59,11.63,11.07,0.38,3.13,-0.87,2.76,0
20100115:1611,0,0,0,0,0,-1.52,3.1,0
20100115:1711,0,0,0,0,0,-2.15,3.17,0
20100115:1811,0,0,0,0,0,-2.53,3.03,0
20100115:1911,0,0,0,0,0,-1.94,2.9,0
20100115:2011,0,0,0,0,0,-1.92,2.97,0
20100115:2111,0,0,0,0,0,-1.58,2.97,0
20100115:2211,0,0,0,0,0,-1.03,2.97,0
20100115:2311,0,0,0,0,0,-0.67,3.03,0
20100116:0011,0,0,0,0,0,-0.52,3.17,0
20100116:0111,0,0,0,0,0,-0.31,3.38,0
20100116:0211,0,0,0,0,0,-0.15,3.38,0
20100116:0311,0,0,0,0,0,-0.11,3.52,0
20100116:0411,0,0,0,0,0,-0.21,3.93,0
20100116:0511,0,0,0,0,0,-0.31,4.41,0
20100116:0611,0,0,0,0,0,-0.65,4.34,0
20100116:0711,0,0,0,0,0,-1.11,5.03,0
20100116:0811,0,0,3.41,0.12,2.87,-1.37,5.17,0
20100116:0911,47.49,0,33.26,1.14,8.87,-1.67,5.31,0
20100116:1011,65.12,0,41.78,1.44,13.2,-1.6,4.62,0
20100116:1111,44,0,31.55,1.08,15.51,-1.45,4.76,0
20100116:1211,118.97,0,66.51,2.28,15.59,-1,4.83,0
20100116:1311,115.25,3.65,61.2,2.11,13.43,-0.84,5.31,0
20100116:1411,113.96,14.42,49.94,1.7,9.23,-0.53,5.86,0
20100116:1511,32.09,10.96,14.69,0.5,3.33,-0.45,5.72,0
20100116:1611,0,0,0,0,0,-0.52,5.66,0
20100116:1711,0,0,0,0,0,-0.41,5.45,0
20100116:1811,0,0,0,0,0,-0.29,5.38,0
20100116:1911,0,0,0,0,0,-0.33,5.59,0
20100116:2011,0,0,0,0,0,-0.27,5.31,0
20100116:2111,0,0,0,0,0,-0.27,4.9,0
20100116:2211,0,0,0,0,0,-0.39,4.55,0
20100116:2311,0,0,0,0,0,-0.44,4.34,0
20100117:0011,0,0,0,0,0,-0.4,4.14,0
20100117:0111,0,0,0,0,0,-0.29,3.86,0
20100117:0211,0,0,0,0,0,-0.23,3.59,0
20100117:0311,0,0,0,0,0,-0.13,3.17,0
20100117:0411,0,0,0,0,0,-0.07,2.76,0
20100117:0511,0,0,0,0,0,0,2.41,0
20100117:0611,0,0,0,0,0,0.03,2,0
20100117:0711,0,0,0,0,0,-0.68,1.17,0
20100117:0811,0,0,4.26,0.15,3,-0.65,0.9,0
20100117:0911,69.56,3.53,40.69,1.41,9.02,-0.51,0.34,0
20100117:1011,68.03,0,43.49,1.49,13.37,-0.18,0.21,0
20100117:1111,125.49,0,69.92,2.4,15.69,0.05,0.69,0
20100117:1211,108.38,0,62.25,2.14,15.78,0.34,1.17,0
20100117:1311,73.23,0,46.05,1.58,13.63,0.62,1.52,0
20100117:1411,28.67,0,23.88,0.82,9.44,0.92,1.79,0
20100117:1511,0,0,2.56,0.09,3.54,1.27,2.07,0
20100117:1611,0,0,0,0,0,1.53,2.28,0
20100117:1711,0,0,0,0,0,1.71,2.48,0
20100117:1811,0,0,0,0,0,1.94,2.62,0
20100117:1911,0,0,0,0,0,1.96,2.83,0
20100117:2011,0,0,0,0,0,2.07,3.03,0
20100117:2111,0,0,0,0,0,2.1,3.24,0
20100117:2211,0,0,0,0,0,2.16,3.31,0
20100117:2311,0,0,0,0,0,2.16,3.38,0
20100118:0011,0,0,0,0,0,2.17,3.31,0
20100118:0111,0,0,0,0,0,2.48,3.31,0
20100118:0211,0,0,0,0,0,2.62,3.24,0
20100118:0311,0,0,0,0,0,2.72,3.17,0
20100118:0411,0,0,0,0,0,2.64,2.97,0
20100118:0511,0,0,0,0,0,2.49,2.83,0
20100118:0611,0,0,0,0,0,2.19,3.1,0
20100118:0711,0,0,0,0,0,1.46,2.76,0
20100118:0811,0,0,4.26,0.15,3.14,1.28,2.83,0
20100118:0911,31.79,0,25.58,0.88,9.17,1.43,2.83,0
20100118:1011,46.6,0,33.26,1.14,13.54,1.88,2.9,0
20100118:1111,135.98,2.99,72.14,2.49,15.89,2.61,3.38,0
20100118:1211,604,132.23,145.01,5.01,15.99,2.99,3.45,0
20100118:1311,176.53,14.24,78.98,2.72,13.85,3.01,3.31,0
20100118:1411,46.35,0,33.26,1.14,9.65,2.9,3.38,0
20100118:1511,0,0,2.56,0.09,3.75,2.87,3.52,0
20100118:1611,0,0,0,0,0,2.84,3.59,0
20100118:1711,0,0,0,0,0,2.9,3.66,0
20100118:1811,0,0,0,0,0,3,3.86,0
20100118:1911,0,0,0,0,0,3.09,4,0
20100118:2011,0,0,0,0,0,3.1,3.79,0
20100118:2111,0,0,0,0,0,3.06,3.45,0
20100118:2211,0,0,0,0,0,2.97,3.17,0
20100118:2311,0,0,0,0,0,2.83,3.03,0
20100119:0011,0,0,0,0,0,2.57,2.97,0
20100119:0111,0,0,0,0,0,2.46,2.97,0
20100119:0211,0,0,0,0,0,2.26,2.97,0
20100119:0311,0,0,0,0,0,2.03,2.97,0
20100119:0411,0,0,0,0,0,2.06,2.83,0
20100119:0511,0,0,0,0,0,2.22,2.69,0
20100119:0611,0,0,0,0,0,2.21,2.48,0
20100119:0711,0,0,0,0,0,2.61,2.55,0
20100119:0811,3.57,0,8.53,0.29,3.28,2.49,2.28,0
20100119:0911,125.88,17.05,53.89,1.87,9.34,2.27,1.86,0
20100119:1011,67.21,0,43.49,1.49,13.72,2.55,1.86,0
20100119:1111,88.83,0,53.72,1.85,16.09,2.67,2.41,0
20100119:1211,76.14,0,47.75,1.64,16.2,2.73,2.83,0
20100119:1311,65.52,0,42.64,1.46,14.06,2.49,3.1,0
20100119:1411,43.15,0,31.55,1.08,9.87,2.22,3.1,0
20100119:1511,7.04,0,11.09,0.38,3.97,2,3.1,0
20100119:1611,0,0,0,0,0,1.6,3.24,0
20100119:1711,0,0,0,0,0,1.29,3.38,0
20100119:1811,0,0,0,0,0,1.06,3.52,0
20100119:1911,0,0,0,0,0,0.54,3.59,0
20100119:2011,0,0,0,0,0,0.37,3.59,0
20100119:2111,0,0,0,0,0,0.23,3.59,0
20100119:2211,0,0,0,0,0,0.06,3.45,0
20100119:2311,0,0,0,0,0,-0.09,3.31,0
20100120:0011,0,0,0,0,0,-0.2,3.24,0
20100120:0111,0,0,0,0,0,-0.43,3.1,0
20100120:0211,0,0,0,0,0,-0.45,3.17,0
20100120:0311,0,0,0,0,0,-0.68,2.97,0
20100120:0411,0,0,0,0,0,-0.67,2.9,0
20100120:0511,0,0,0,0,0,-0.74,2.83,0
20100120:0611,0,0,0,0,0,-0.85,2.83,0
