time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20100101:0011,0,0,0,0,0,-1.24,4.41,0
20100101:0111,0,0,0,0,0,-1.3,4.48,0
20100101:0211,0,0,0,0,0,-1.3,4.48,0
20100101:0311,0,0,0,0,0,-1.28,4.34,0
20100101:0411,0,0,0,0,0,-1.26,4.28,0
20100101:0511,0,0,0,0,0,-1.36,4.34,0
20100101:0611,0,0,0,0,0,-1.53,4.14,0
20100101:0711,0,0,0,0,0,-1.24,4.07,0
20100101:0811,0,0,1.77,0.05,2.54,-1.43,3.86,0
20100101:0911,522.83,151.39,88.64,2.1,8.4,-1.46,3.59,0
20100101:1011,65.77,0,42.54,1.09,12.52,-1.35,3.31,0
20100101:1111,99.89,0,58.49,1.49,14.58,-1.06,4.21,0
20100101:1211,127.79,3.2,67.89,1.74,14.38,-0.88,4.14,0
20100101:1311,238.8,34.93,84.41,2.17,11.95,-0.96,3.38,0
20100101:1411,128.07,22.83,48.55,1.22,7.5,-1.01,3.1,0
20100101:1511,0,0,0,0,0,-1.46,2.97,0
20100101:1611,0,0,0,0,0,-2.08,2.76,0
20100101:1711,0,0,0,0,0,-2.7,2.55,0
20100101:1811,0,0,0,0,0,-3.36,2.34,0
20100101:1911,0,0,0,0,0,-4.33,2.14,0
20100101:2011,0,0,0,0,0,-5.55,1.86,0
20100101:2111,0,0,0,0,0,-6.62,1.72,0
20100101:2211,0,0,0,0,0,-5.75,1.52,0
20100101:2311,0,0,0,0,0,-5.05,1.45,0
20100102:0011,0,0,0,0,0,-4.41,1.31,0
20100102:0111,0,0,0,0,0,-4.48,1.17,0
20100102:0211,0,0,0,0,0,-4.5,0.97,0
20100102:0311,0,0,0,0,0,-4.45,0.76,0
20100102:0411,0,0,0,0,0,-4.4,0.69,0
20100102:0511,0,0,0,0,0,-4.27,0.69,0
20100102:0611,0,0,0,0,0,-4.27,0.83,0
20100102:0711,0,0,0,0,0,-6.25,1.59,0
20100102:0811,206.66,87.89,17.91,0.48,2.57,-6.6,1.72,0
20100102:0911,139.55,22.14,52.7,1.33,8.44,-6.43,1.79,0
20100102:1011,74.82,0,46.08,1.18,12.58,-5.84,2.14,0
20100102:1111,94.88,0,55.83,1.43,14.66,-3.02,2.41,0
20100102:1211,290.16,38.22,102.87,2.67,14.47,-1.33,2.76,0
20100102:1311,297.05,52.05,92.4,2.38,12.06,-0.67,2.9,0
20100102:1411,17.53,0,17.72,0.45,7.62,-0.27,2.48,0
20100102:1511,0,0,0,0,0,-0.46,2.07,0
20100102:1611,0,0,0,0,0,-0.64,2.21,0
20100102:1711,0,0,0,0,0,-0.86,2.48,0
20100102:1811,0,0,0,0,0,-1.07,2.48,0
20100102:1911,0,0,0,0,0,-1.22,1.72,0
20100102:2011,0,0,0,0,0,-1.17,1.45,0
20100102:2111,0,0,0,0,0,-1.47,0.76,0
20100102:2211,0,0,0,0,0,-2.08,0.83,0
20100102:2311,0,0,0,0,0,-2.24,1.59,0
20100103:0011,0,0,0,0,0,-2.85,2.28,0
20100103:0111,0,0,0,0,0,-3.54,2.76,0
20100103:0211,0,0,0,0,0,-4.41,2.83,0
20100103:0311,0,0,0,0,0,-5.41,2.76,0
20100103:0411,0,0,0,0,0,-6.34,2.69,0
20100103:0511,0,0,0,0,0,-7.11,2.69,0
20100103:0611,0,0,0,0,0,-7.75,2.41,0
20100103:0711,0,0,0,0,0,-9.21,2.48,0
20100103:0811,103.24,43.33,15.8,0.41,2.6,-10.1,2.28,0
20100103:0911,131.29,17.61,52.64,1.33,8.49,-10.1,2,0
20100103:1011,125.59,3.46,64.45,1.65,12.65,-9.66,1.66,0
20100103:1111,70.01,0,43.43,1.11,14.74,-8.49,1.52,0
20100103:1211,73.51,0,45.2,1.15,14.58,-7.56,1.59,0
20100103:1311,329.52,58.56,95.91,2.47,12.17,-7.21,1.66,0
20100103:1411,96.87,13.35,42.54,1.09,7.75,-7.41,1.52,0
20100103:1511,0,0,0,0,0,-8.26,1.45,0
20100103:1611,0,0,0,0,0,-9.19,1.59,0
20100103:1711,0,0,0,0,0,-9.86,1.45,0
20100103:1811,0,0,0,0,0,-10.02,1.17,0
20100103:1911,0,0,0,0,0,-8.53,1.24,0
20100103:2011,0,0,0,0,0,-8.06,0.83,0
20100103:2111,0,0,0,0,0,-7.89,0.76,0
20100103:2211,0,0,0,0,0,-8.06,0.9,0
20100103:2311,0,0,0,0,0,-8.69,1.1,0
20100104:0011,0,0,0,0,0,-8.88,1.24,0
20100104:0111,0,0,0,0,0,-8.84,1.45,0
20100104:0211,0,0,0,0,0,-8.77,1.52,0
20100104:0311,0,0,0,0,0,-8.18,1.52,0
20100104:0411,0,0,0,0,0,-7.57,1.93,0
20100104:0511,0,0,0,0,0,-7.31,2.21,0
20100104:0611,0,0,0,0,0,-7.18,2.55,0
20100104:0711,0,0,0,0,0,-6.33,2.48,0
20100104:0811,99.6,42.63,15.74,0.41,2.64,-6.05,2.69,0
20100104:0911,269.13,61.22,68.96,1.7,8.55,-5.58,3.03,0
20100104:1011,239.84,30.99,86.88,2.24,12.72,-4.98,3.17,0
20100104:1111,325.82,44.24,109.89,2.85,14.83,-4.3,3.52,0
20100104:1211,19.44,0,18.61,0.48,14.69,-3.8,3.72,0
20100104:1311,118.05,3.42,62.67,1.61,12.3,-3.46,3.79,0
20100104:1411,22.52,0,20.38,0.52,7.88,-3.25,3.93,0
20100104:1511,0,0,0,0,0,-3.21,3.79,0
20100104:1611,0,0,0,0,0,-3.52,3.52,0
20100104:1711,0,0,0,0,0,-3.43,3.52,0
20100104:1811,0,0,0,0,0,-3.09,3.38,0
20100104:1911,0,0,0,0,0,-2.85,3.24,0
20100104:2011,0,0,0,0,0,-2.68,3.1,0
20100104:2111,0,0,0,0,0,-2.66,2.9,0
20100104:2211,0,0,0,0,0,-2.57,2.83,0
20100104:2311,0,0,0,0,0,-2.77,2.76,0
20100105:0011,0,0,0,0,0,-2.79,2.76,0
20100105:0111,0,0,0,0,0,-2.74,2.83,0
20100105:0211,0,0,0,0,0,-2.33,2.9,0
20100105:0311,0,0,0,0,0,-2.12,2.9,0
20100105:0411,0,0,0,0,0,-1.82,2.97,0
20100105:0511,0,0,0,0,0,-1.5,2.97,0
20100105:0611,0,0,0,0,0,-1.36,2.9,0
20100105:0711,0,0,0,0,0,-1.5,2.97,0
20100105:0811,95.55,41.84,15.67,0.41,2.69,-1.38,3.03,0
20100105:0911,91.69,8.68,46.03,1.18,8.61,-1.13,3.1,0
20100105:1011,580.84,140.36,124.15,3.19,12.81,-0.58,3.72,0
20100105:1111,533.4,110,134.43,3.51,14.94,-0.23,3.93,0
20100105:1211,290.85,37.58,104.42,2.71,14.8,0.15,4,0
20100105:1311,70.75,0,45.2,1.15,12.43,0.44,3.66,0
20100105:1411,81.22,8.66,41.54,1.06,8.02,0.44,3.17,0
20100105:1511,0,0,0,0,0,0.1,2.76,0
20100105:1611,0,0,0,0,0,-0.31,2.69,0
20100105:1711,0,0,0,0,0,-0.81,2.62,0
20100105:1811,0,0,0,0,0,-1.4,2.62,0
20100105:1911,0,0,0,0,0,-1.61,2.69,0
20100105:2011,0,0,0,0,0,-1.91,2.55,0
20100105:2111,0,0,0,0,0,-2.3,2.41,0
20100105:2211,0,0,0,0,0,-3.01,2.41,0
20100105:2311,0,0,0,0,0,-3.35,2.28,0
20100106:0011,0,0,0,0,0,-3.93,2.28,0
20100106:0111,0,0,0,0,0,-4.1,2.14,0
20100106:0211,0,0,0,0,0,-4.45,2.07,0
20100106:0311,0,0,0,0,0,-4.62,2.07,0
20100106:0411,0,0,0,0,0,-4.78,2,0
20100106:0511,0,0,0,0,0,-5.04,2.07,0
20100106:0611,0,0,0,0,0,-5.17,2.14,0
20100106:0711,0,0,0,0,0,-5.3,2.14,0
20100106:0811,365.13,153.68,20.86,0.61,2.75,-5.61,2.21,0
20100106:0911,125.17,17.22,51.5,1.31,8.68,-5.74,2.07,0
20100106:1011,48.53,0,33.68,0.86,12.9,-5.22,1.79,0
20100106:1111,689.14,162.48,146.2,3.87,15.04,-3.61,1.86,0
20100106:1211,82.88,0,50.51,1.29,14.93,-1.99,2.14,0
20100106:1311,301.67,50.46,95.5,2.47,12.56,-1.74,2.14,0
20100106:1411,98.7,12.81,45.1,1.15,8.16,-1.75,1.86,0
20100106:1511,0,0,0,0,0,-2.32,1.79,0
20100106:1611,0,0,0,0,0,-3.02,1.86,0
20100106:1711,0,0,0,0,0,-3.84,1.93,0
20100106:1811,0,0,0,0,0,-4.95,2.07,0
20100106:1911,0,0,0,0,0,-6.22,1.86,0
20100106:2011,0,0,0,0,0,-6.56,1.72,0
20100106:2111,0,0,0,0,0,-6.41,1.79,0
20100106:2211,0,0,0,0,0,-6.25,1.93,0
20100106:2311,0,0,0,0,0,-5.19,1.86,0
20100107:0011,0,0,0,0,0,-4.18,1.93,0
20100107:0111,0,0,0,0,0,-3.87,1.93,0
20100107:0211,0,0,0,0,0,-3.57,1.86,0
20100107:0311,0,0,0,0,0,-3.73,1.93,0
20100107:0411,0,0,0,0,0,-4.53,2.14,0
20100107:0511,0,0,0,0,0,-4.3,1.93,0
20100107:0611,0,0,0,0,0,-4.27,1.93,0
20100107:0711,0,0,0,0,0,-3.94,1.59,0
20100107:0811,286.64,120.17,21.72,0.59,2.81,-3.95,1.59,0
20100107:0911,571.79,166.46,93.36,2.26,8.76,-4.04,1.52,0
20100107:1011,324.01,54.08,100.05,2.58,12.99,-4.03,1.59,0
20100107:1111,120.55,0,67.35,1.72,15.16,-3.42,1.59,0
20100107:1211,27.28,0,23.04,0.59,15.06,-2.73,1.31,0
20100107:1311,109,3.33,59.05,1.52,12.71,-2.6,0.76,0
20100107:1411,14.71,0,15.95,0.41,8.31,-1.98,0.55,0
20100107:1511,0,0,0,0,0,-4.63,1.1,0
20100107:1611,0,0,0,0,0,-7.14,1.66,0
20100107:1711,0,0,0,0,0,-8.24,1.86,0
20100107:1811,0,0,0,0,0,-9.28,1.86,0
20100107:1911,0,0,0,0,0,-6.97,1.66,0
20100107:2011,0,0,0,0,0,-6.74,1.59,0
20100107:2111,0,0,0,0,0,-6.48,1.52,0
20100107:2211,0,0,0,0,0,-5.93,1.45,0
20100107:2311,0,0,0,0,0,-5.43,1.45,0
20100108:0011,0,0,0,0,0,-5.47,1.52,0
20100108:0111,0,0,0,0,0,-5.5,1.59,0
20100108:0211,0,0,0,0,0,-5.44,1.59,0
20100108:0311,0,0,0,0,0,-5.57,1.79,0
20100108:0411,0,0,0,0,0,-5.41,2,0
20100108:0511,0,0,0,0,0,-5.63,2.34,0
20100108:0611,0,0,0,0,0,-5.48,2.34,0
20100108:0711,0,0,0,0,0,-6.22,2.34,0
20100108:0811,71.25,29.31,15.73,0.41,2.88,-6.52,2.48,0
20100108:0911,115.15,12.69,51.42,1.31,8.85,-6.39,2.97,0
20100108:1011,104.23,0,59.38,1.52,13.1,-5.97,3.1,0
20100108:1111,117.9,0,65.58,1.67,15.28,-5.4,3.38,0
20100108:1211,101.73,0,58.49,1.49,15.2,-4.85,3.66,0
20100108:1311,225.8,26.44,85.71,2.22,12.86,-4.44,3.86,0
20100108:1411,136.23,20.72,53.29,1.36,8.47,-4.15,4,0
20100108:1511,0,0,0,0,0,-3.9,3.79,0
20100108:1611,0,0,0,0,0,-3.74,3.45,0
20100108:1711,0,0,0,0,0,-3.47,3.66,0
20100108:1811,0,0,0,0,0,-3.27,3.86,0
20100108:1911,0,0,0,0,0,-3.36,4.14,0
20100108:2011,0,0,0,0,0,-3.45,4.41,0
20100108:2111,0,0,0,0,0,-3.43,4.69,0
20100108:2211,0,0,0,0,0,-3.36,5.1,0
20100108:2311,0,0,0,0,0,-3.26,5.52,0
20100109:0011,0,0,0,0,0,-3.37,5.66,0
20100109:0111,0,0,0,0,0,-3.47,5.66,0
20100109:0211,0,0,0,0,0,-3.58,5.72,0
20100109:0311,0,0,0,0,0,-3.8,5.79,0
20100109:0411,0,0,0,0,0,-4.04,5.79,0
20100109:0511,0,0,0,0,0,-4.38,5.86,0
20100109:0611,0,0,0,0,0,-4.31,6.07,0
20100109:0711,0,0,0,0,0,-3.5,6.21,0
20100109:0811,4.09,0,8.86,0.23,2.95,-3.2,6.28,0
20100109:0911,559.64,159.1,93.71,2.28,8.94,-2.74,6.48,0
20100109:1011,115.15,3.33,61.71,1.58,13.21,-2.09,6.69,0
20100109:1111,232.9,18.39,97.94,2.53,15.41,-1.57,5.52,0
20100109:1211,80.8,0,49.63,1.27,15.35,-1.14,5.45,0
20100109:1311,44.02,0,31.9,0.81,13.01,-0.98,5.45,0
20100109:1411,5.18,0,9.75,0.25,8.63,-0.95,6.55,0
20100109:1511,0,0,1.77,0.05,2.55,-0.99,6.28,0
20100109:1611,0,0,0,0,0,-1.04,6,0
20100109:1711,0,0,0,0,0,-1.07,5.79,0
20100109:1811,0,0,0,0,0,-1.09,5.59,0
20100109:1911,0,0,0,0,0,-1.04,5.59,0
20100109:2011,0,0,0,0,0,-1.07,5.38,0
20100109:2111,0,0,0,0,0,-1.08,5.1,0
20100109:2211,0,0,0,0,0,-1.11,4.83,0
20100109:2311,0,0,0,0,0,-1.13,4.55,0
20100110:0011,0,0,0,0,0,-1.13,4.41,0
20100110:0111,0,0,0,0,0,-1.23,4.28,0
20100110:0211,0,0,0,0,0,-1.31,4.21,0
20100110:0311,0,0,0,0,0,-1.49,4.14,0
20100110:0411,0,0,0,0,0,-1.59,4,0
20100110:0511,0,0,0,0,0,-1.75,3.79,0
20100110:0611,0,0,0,0,0,-1.92,3.66,0
20100110:0711,0,0,0,0,0,-1.72,3.52,0
20100110:0811,376.76,157.39,24.5,0.7,3.03,-1.77,3.45,0
20100110:0911,94.71,8.29,47.69,1.22,9.04,-1.68,3.38,0
20100110:1011,176.13,13.23,78.96,2.04,13.33,-1.49,2.9,0
20100110:1111,47.62,0,33.68,0.86,15.55,-1.26,4.41,0
20100110:1211,218.49,15.12,95.36,2.47,15.5,-1.11,4.55,0
20100110:1311,943.09,282.2,137.98,3.96,13.18,-1.1,3.79,0
20100110:1411,108.5,12.05,50.34,1.29,8.8,-1.31,3.38,0
20100110:1511,0,0,1.77,0.05,2.72,-1.65,2.9,0
20100110:1611,0,0,0,0,0,-1.87,2.83,0
20100110:1711,0,0,0,0,0,-2.05,2.9,0
20100110:1811,0,0,0,0,0,-2.17,2.9,0
20100110:1911,0,0,0,0,0,-1.58,2.48,0
20100110:2011,0,0,0,0,0,-1.66,2.34,0
20100110:2111,0,0,0,0,0,-1.59,2.41,0
20100110:2211,0,0,0,0,0,-1.48,2.48,0
20100110:2311,0,0,0,0,0,-1.45,2.41,0
20100111:0011,0,0,0,0,0,-1.36,2.28,0
20100111:0111,0,0,0,0,0,-1.25,2.07,0
20100111:0211,0,0,0,0,0,-1.1,2,0
20100111:0311,0,0,0,0,0,-1.02,2.07,0
20100111:0411,0,0,0,0,0,-0.95,2.41,0
20100111:0511,0,0,0,0,0,-0.85,2.76,0
20100111:0611,0,0,0,0,0,-0.99,2.76,0
20100111:0711,0,0,0,0,0,-0.62,2.83,0
20100111:0811,109.67,44.96,19.26,0.5,3.12,-0.65,2.69,0
20100111:0911,112.67,12.29,52.17,1.33,9.15,-0.49,2.62,0
20100111:1011,65.45,0,42.54,1.09,13.46,-0.38,2.9,0
20100111:1111,206.44,12.08,93.78,2.42,15.7,-0.05,3.66,0
20100111:1211,61.65,0,40.77,1.04,15.66,0.07,3.59,0
20100111:1311,314.41,51.39,100.92,2.62,13.35,0.11,2.83,0
20100111:1411,125.86,15.82,54.82,1.4,8.98,0.04,2.34,0
20100111:1511,22.47,8.79,12.13,0.32,2.9,-0.12,2.07,0
20100111:1611,0,0,0,0,0,-0.47,1.93,0
20100111:1711,0,0,0,0,0,-0.82,1.86,0
20100111:1811,0,0,0,0,0,-0.92,1.66,0
20100111:1911,0,0,0,0,0,-0.7,1.52,0
20100111:2011,0,0,0,0,0,-0.74,1.45,0
20100111:2111,0,0,0,0,0,-0.89,1.31,0
20100111:2211,0,0,0,0,0,-1.03,1.17,0
20100111:2311,0,0,0,0,0,-1.21,0.83,0
20100112:0011,0,0,0,0,0,-1.34,0.62,0
20100112:0111,0,0,0,0,0,-1.57,0.76,0
20100112:0211,0,0,0,0,0,-1.64,0.97,0
20100112:0311,0,0,0,0,0,-1.78,1.1,0
20100112:0411,0,0,0,0,0,-2.32,1.45,0
20100112:0511,0,0,0,0,0,-3.02,1.79,0
20100112:0611,0,0,0,0,0,-3.9,2.07,0
20100112:0711,0,0,0,0,0,-4.9,2,0
20100112:0811,282.6,113.42,25.6,0.68,3.22,-5.49,2.21,0
20100112:0911,173.58,28.36,61.33,1.56,9.26,-5.76,2.41,0
20100112:1011,238.01,26.02,90.97,2.35,13.59,-5.42,2.69,0
20100112:1111,119.46,0,66.47,1.7,15.85,-4.75,2.76,0
20100112:1211,119.02,0,66.47,1.7,15.82,-3.96,2.76,0
20100112:1311,243.26,28.62,91.55,2.38,13.52,-3.41,2.76,0
20100112:1411,112.44,11.67,52.01,1.33,9.16,-3.36,2.9,0
20100112:1511,25.47,8.31,13.96,0.36,3.08,-3.9,3.17,0
20100112:1611,0,0,0,0,0,-4.77,3.45,0
20100112:1711,0,0,0,0,0,-5.35,3.66,0
20100112:1811,0,0,0,0,0,-5.78,3.79,0
20100112:1911,0,0,0,0,0,-5.06,4.07,0
20100112:2011,0,0,0,0,0,-5.08,3.93,0
20100112:2111,0,0,0,0,0,-5,4,0
20100112:2211,0,0,0,0,0,-5,4.07,0
20100112:2311,0,0,0,0,0,-5.13,4.14,0
20100113:0011,0,0,0,0,0,-5.34,4.34,0
20100113:0111,0,0,0,0,0,-5.45,4.34,0
20100113:0211,0,0,0,0,0,-5.5,4.34,0
20100113:0311,0,0,0,0,0,-5.37,4.48,0
20100113:0411,0,0,0,0,0,-5.41,4.48,0
20100113:0511,0,0,0,0,0,-5.35,4.55,0
20100113:0611,0,0,0,0,0,-5.5,4.48,0
20100113:0711,0,0,0,0,0,-5.4,4.41,0
20100113:0811,234.71,93.01,25.07,0.66,3.32,-5.32,4.21,0
20100113:0911,369.37,88.05,84.06,2.08,9.39,-5.04,4.14,0
20100113:1011,1221.7,396.56,138.66,4.52,13.73,-4.37,4,0
20100113:1111,356.28,47.59,119.49,3.12,16.01,-3.77,4,0
20100113:1211,717.04,165.29,153.5,4.14,16,-3.13,3.86,0
20100113:1311,708.16,179.41,136.62,3.66,13.71,-2.56,4,0
20100113:1411,32.22,0,25.7,0.66,9.35,-2.17,4,0
20100113:1511,116.96,47.27,20.47,0.54,3.27,-2.18,3.93,0
20100113:1611,0,0,0,0,0,-2.52,3.86,0
20100113:1711,0,0,0,0,0,-2.47,3.79,0
20100113:1811,0,0,0,0,0,-2.24,3.72,0
20100113:1911,0,0,0,0,0,-2.52,3.59,0
20100113:2011,0,0,0,0,0,-2.41,3.52,0
20100113:2111,0,0,0,0,0,-2.25,3.31,0
20100113:2211,0,0,0,0,0,-1.95,3.1,0
20100113:2311,0,0,0,0,0,-1.58,2.9,0
20100114:0011,0,0,0,0,0,-1.23,2.76,0
20100114:0111,0,0,0,0,0,-0.92,2.62,0
20100114:0211,0,0,0,0,0,-0.65,2.48,0
20100114:0311,0,0,0,0,0,-0.31,2.28,0
20100114:0411,0,0,0,0,0,0,2.14,0
20100114:0511,0,0,0,0,0,0.22,1.93,0
20100114:0611,0,0,0,0,0,0.32,1.86,0
20100114:0711,0,0,0,0,0,0,2.14,0
20100114:0811,1.81,0,7.09,0.18,3.43,0.17,2.07,0
20100114:0911,112.74,11.86,52.89,1.36,9.51,0.42,1.93,0
20100114:1011,34.97,0,27.47,0.7,13.88,1.02,1.72,0
20100114:1111,100.44,0,59.38,1.52,16.17,1.35,1.66,0
20100114:1211,85.06,0,52.29,1.33,16.18,1.79,1.72,0
20100114:1311,193.66,15.57,85.72,2.22,13.9,1.89,1.86,0
20100114:1411,110.41,11.3,52.75,1.36,9.54,1.77,2,0
20100114:1511,24.85,7.48,14.81,0.38,3.47,1.33,2.14,0
20100114:1611,0,0,0,0,0,0.8,2.34,0
20100114:1711,0,0,0,0,0,0,2.41,0
20100114:1811,0,0,0,0,0,-0.55,2.41,0
20100114:1911,0,0,0,0,0,-0.88,2.48,0
20100114:2011,0,0,0,0,0,-1.27,2.34,0
20100114:2111,0,0,0,0,0,-1.8,2.21,0
20100114:2211,0,0,0,0,0,-2.46,2.07,0
20100114:2311,0,0,0,0,0,-3.01,2,0
20100115:0011,0,0,0,0,0,-3.39,1.79,0
20100115:0111,0,0,0,0,0,-4.46,1.93,0
20100115:0211,0,0,0,0,0,-5.07,1.93,0
20100115:0311,0,0,0,0,0,-5.62,1.86,0
20100115:0411,0,0,0,0,0,-6.33,1.93,0
20100115:0511,0,0,0,0,0,-6.41,1.93,0
20100115:0611,0,0,0,0,0,-6.28,1.86,0
20100115:0711,0,0,0,0,0,-4.85,1.79,0
20100115:0811,147.46,55.45,24.92,0.63,3.55,-4.37,1.72,0
20100115:0911,102.13,7.8,51.14,1.31,9.65,-3.87,1.59,0
20100115:1011,73.58,0,46.08,1.18,14.03,-2.54,1.52,0
20100115:1111,69.04,0,44.31,1.13,16.35,-0.28,1.72,0
20100115:1211,70.43,0,45.2,1.15,16.36,1.04,1.72,0
20100115:1311,123.78,3.08,66.99,1.72,14.09,1.41,1.52,0
20100115:1411,52.2,0,36.34,0.93,9.74,1.27,1.38,0
20100115:1511,6.32,0,10.63,0.27,3.66,0.84,1.79,0
20100115:1611,0,0,0,0,0,-0.35,2.21,0
20100115:1711,0,0,0,0,0,-0.81,2.14,0
20100115:1811,0,0,0,0,0,-0.89,2.07,0
20100115:1911,0,0,0,0,0,0,1.66,0
20100115:2011,0,0,0,0,0,0.4,1.66,0
20100115:2111,0,0,0,0,0,0.51,1.72,0
20100115:2211,0,0,0,0,0,0.64,1.86,0
20100115:2311,0,0,0,0,0,0.67,2,0
20100116:0011,0,0,0,0,0,0.55,2.14,0
20100116:0111,0,0,0,0,0,0.31,2.28,0
20100116:0211,0,0,0,0,0,0.24,2.28,0
20100116:0311,0,0,0,0,0,-0.13,2.48,0
20100116:0411,0,0,0,0,0,-0.37,2.76,0
20100116:0511,0,0,0,0,0,-0.77,2.97,0
20100116:0611,0,0,0,0,0,-1.35,2.9,0
20100116:0711,0,0,0,0,0,-1.2,3.31,0
20100116:0811,4.02,0,8.86,0.23,3.67,-1.31,3.52,0
20100116:0911,60.19,0,39.88,1.02,9.79,-1.12,3.52,0
20100116:1011,109.27,0,62.92,1.61,14.2,-0.49,3.24,0
20100116:1111,617.07,130.52,150.53,4.03,16.52,0.29,3.38,0
20100116:1211,438.49,71.88,133.75,3.53,16.56,1.06,3.38,0
20100116:1311,940.47,277.41,146.45,4.28,14.29,1.4,3.66,0
20100116:1411,240.34,47.36,74.04,1.9,9.94,1.49,4,0
20100116:1511,46,13.56,20.1,0.52,3.87,1.32,3.93,0
20100116:1611,0,0,0,0,0,1.01,3.86,0
20100116:1711,0,0,0,0,0,0.85,3.86,0
20100116:1811,0,0,0,0,0,0.96,3.79,0
20100116:1911,0,0,0,0,0,0.5,4.14,0
20100116:2011,0,0,0,0,0,0.32,3.86,0
20100116:2111,0,0,0,0,0,0.1,3.66,0
20100116:2211,0,0,0,0,0,0.13,3.59,0
20100116:2311,0,0,0,0,0,0.41,3.45,0
20100117:0011,0,0,0,0,0,0.54,3.1,0
20100117:0111,0,0,0,0,0,0.71,2.69,0
20100117:0211,0,0,0,0,0,0.91,2.21,0
20100117:0311,0,0,0,0,0,1.11,1.86,0
20100117:0411,0,0,0,0,0,1.29,1.59,0
20100117:0511,0,0,0,0,0,1.39,1.52,0
20100117:0611,0,0,0,0,0,1.46,1.52,0
20100117:0711,0,0,0,0,0,1.33,1.66,0
20100117:0811,176.15,66.64,28.61,0.72,3.8,1.44,1.66,0
20100117:0911,293.86,64.57,80.44,2.04,9.94,1.64,1.79,0
20100117:1011,131.44,3.1,70.55,1.81,14.36,1.95,2,0
20100117:1111,34.72,0,27.47,0.7,16.71,2.33,2.41,0
20100117:1211,55.38,0,38.11,0.97,16.76,2.94,3.45,0
20100117:1311,17.14,0,17.72,0.45,14.5,3.54,4.21,0
20100117:1411,12.77,0,15.07,0.38,10.15,4.02,4.41,0
20100117:1511,8.7,0,12.41,0.32,4.07,4.19,4.41,0
20100117:1611,0,0,0,0,0,4.04,4.34,0
20100117:1711,0,0,0,0,0,3.73,4.14,0
20100117:1811,0,0,0,0,0,3.36,3.79,0
20100117:1911,0,0,0,0,0,3.37,3.45,0
20100117:2011,0,0,0,0,0,3.19,3.1,0
20100117:2111,0,0,0,0,0,2.96,2.76,0
20100117:2211,0,0,0,0,0,2.79,2.69,0
20100117:2311,0,0,0,0,0,2.85,2.76,0
20100118:0011,0,0,0,0,0,2.99,2.83,0
20100118:0111,0,0,0,0,0,3.14,2.9,0
20100118:0211,0,0,0,0,0,3.26,2.83,0
20100118:0311,0,0,0,0,0,3.26,2.69,0
20100118:0411,0,0,0,0,0,3.11,2.48,0
20100118:0511,0,0,0,0,0,2.88,2.41,0
20100118:0611,0,0,0,0,0,2.64,2.41,0
20100118:0711,0,0,0,0,0,2.65,2.28,0
20100118:0811,255.94,100.14,31.27,0.81,3.94,2.38,2.34,0
20100118:0911,423.29,108.62,93.16,2.35,10.1,2.81,2.34,0
20100118:1011,181.56,12.29,83.99,2.17,14.54,3.18,3.45,0
20100118:1111,80.67,0,50.51,1.29,16.9,3.61,3.24,0
20100118:1211,73.21,0,46.97,1.2,16.96,3.87,3.79,0
20100118:1311,112.84,0,65.58,1.67,14.71,3.72,4,0
20100118:1411,81.89,3.52,47.56,1.22,10.37,3.53,3.1,0
20100118:1511,58.08,18.55,21.61,0.57,4.29,3.49,2.83,0
20100118:1611,0,0,0,0,0,3.5,2.83,0
20100118:1711,0,0,0,0,0,3.66,2.9,0
20100118:1811,0,0,0,0,0,3.89,2.9,0
20100118:1911,0,0,0,0,0,3.75,3.17,0
20100118:2011,0,0,0,0,0,3.94,3.17,0
20100118:2111,0,0,0,0,0,4.05,3.1,0
20100118:2211,0,0,0,0,0,4.11,3.1,0
20100118:2311,0,0,0,0,0,4.09,3.03,0
20100119:0011,0,0,0,0,0,4.04,3.03,0
20100119:0111,0,0,0,0,0,4.01,2.83,0
20100119:0211,0,0,0,0,0,3.98,2.55,0
20100119:0311,0,0,0,0,0,4.02,2.21,0
20100119:0411,0,0,0,0,0,3.9,2,0
20100119:0511,0,0,0,0,0,3.75,1.79,0
20100119:0611,0,0,0,0,0,3.6,1.66,0
20100119:0711,0,0,0,0,0,3.49,1.66,0
20100119:0811,217.57,82.91,31.86,0.81,4.09,3.43,1.72,0
20100119:0911,222.53,40.62,74.23,1.9,10.26,3.66,1.93,0
20100119:1011,106.91,0,62.92,1.61,14.72,3.79,2.28,0
20100119:1111,123.98,0,70.9,1.81,17.1,4.13,2.07,0
20100119:1211,87.74,0,54.06,1.38,17.18,4.29,1.79,0
20100119:1311,213.03,17.69,93.25,2.42,14.93,4.29,1.45,0
20100119:1411,85.04,3.46,49.33,1.27,10.59,4.17,0.83,0
20100119:1511,64.01,17.75,25.41,0.66,4.5,3.95,0.76,0
20100119:1611,0,0,0,0,0,3.41,0.9,0
20100119:1711,0,0,0,0,0,2.85,0.76,0
20100119:1811,0,0,0,0,0,2.95,0.55,0
20100119:1911,0,0,0,0,0,2.34,1.31,0
20100119:2011,0,0,0,0,0,2.41,1.45,0
20100119:2111,0,0,0,0,0,2.38,1.59,0
20100119:2211,0,0,0,0,0,2.29,1.72,0
20100119:2311,0,0,0,0,0,2.17,1.66,0
20100120:0011,0,0,0,0,0,1.98,1.66,0
